"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.500000,0,49,0,184549377,,1.000000
5,,0.000000,0.972973,0,61,0,184549377,,1.000000
4,,0.000000,1.285714,0,89,0,184549377,,1.000000
3,,0.000000,0.416667,0,113,0,184549377,,1.000000
2,,13.186111,13.305556,0,664,0,184549377,yes,1.000000
1,,5.052273,5.136364,0,669,0,184549377,yes,1.000000
