"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.225000,0,57,0,184549377,,1.000000
5,,0.000000,1.297297,0,73,0,184549377,,1.000000
4,,0.000000,1.714286,0,99,0,184549377,,1.000000
3,,0.000000,0.375000,0,126,0,184549377,,1.000000
2,,13.186111,13.652778,0,703,0,184549377,yes,1.000000
1,,5.052273,5.090909,0,717,0,184549377,yes,1.000000
