"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.350000,0,49,0,184549377,,1.000000
5,,0.000000,1.054054,0,66,0,184549377,,1.000000
4,,0.000000,1.250000,0,104,0,184549377,,1.000000
3,,0.000000,0.958333,0,137,0,184549377,,1.000000
2,,13.186111,13.333333,0,719,0,184549377,yes,1.000000
1,,5.052273,5.090909,0,728,0,184549377,yes,1.000000
