"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.475000,0,48,0,184549377,,1.000000
5,,0.000000,1.216216,0,65,0,184549377,,1.000000
4,,0.000000,1.392857,0,92,0,184549377,,1.000000
3,,0.000000,0.833333,0,123,0,184549377,,1.000000
2,,13.186111,13.277778,0,719,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,726,0,184549377,yes,1.000000
