"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.950000,0,57,0,184549377,,1.000000
5,,0.000000,1.621622,0,73,0,184549377,,1.000000
4,,0.000000,2.250000,0,114,0,184549377,,1.000000
3,,0.000000,0.750000,0,131,0,184549377,,1.000000
2,,13.186111,13.402778,0,717,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,738,0,184549377,yes,1.000000
