"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.775000,0,55,0,184549377,,1.000000
5,,0.000000,1.081081,0,71,0,184549377,,1.000000
4,,0.000000,1.750000,0,102,0,184549377,,1.000000
3,,0.000000,1.208333,0,119,0,184549377,,1.000000
2,,13.186111,13.180556,0,706,0,184549377,no,0.999579
1,,5.052273,5.136364,0,723,0,184549377,yes,1.000000
