"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
87,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
88,141.171,31.171,78,11,474,203,11,260,0.42827,0,0,0,1
89,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
90,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
91,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
92,97.6886,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
93,116.545,16.545,59,10,474,155,10,309,0.327004,0,0,0,1
94,89.8479,9.84788,6,8,474,3,8,463,0.00632911,0,0,0,1
95,132.621,42.621,141,9,474,380,9,85,0.801688,0,0,0,1
96,140.079,70.0786,77,7,474,205,7,262,0.432489,0,0,0,1
97,86.5233,6.52331,12,8,474,16,8,450,0.0337553,0,0,0,1
98,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
99,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
100,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
