"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
2,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
3,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
4,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
5,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
6,110.041,40.0411,99,7,474,262,7,205,0.552743,0,0,0,1
7,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
8,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
9,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
10,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
11,142.36,12.3601,55,13,474,129,13,332,0.272152,0,0,0,1
12,120.503,10.5034,23,11,474,51,11,412,0.107595,0,0,0,1
13,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
14,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
15,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
16,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
17,187.016,67.0161,54,12,474,144,12,318,0.303797,0,0,0,1
18,124.662,24.6622,54,10,474,127,10,337,0.267932,0,0,0,1
19,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
20,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
21,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
22,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
23,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
24,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
25,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
26,110.041,40.0411,99,7,474,262,7,205,0.552743,0,0,0,1
27,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
28,121.583,21.5832,36,10,474,88,10,376,0.185654,0,0,0,1
29,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
30,116.545,16.545,59,10,474,155,10,309,0.327004,0,0,0,1
31,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
32,125.494,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
33,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
34,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
35,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
36,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
37,83.055,3.05497,6,8,474,3,8,463,0.00632911,0,0,0,1
38,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
39,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
40,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
41,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
42,124.662,24.6622,54,10,474,127,10,337,0.267932,0,0,0,1
43,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
44,120.503,10.5034,23,11,474,51,11,412,0.107595,0,0,0,1
45,104.245,4.24464,25,10,474,57,10,407,0.120253,0,0,0,1
46,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
47,141.171,31.171,78,11,474,203,11,260,0.42827,0,0,0,1
48,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
49,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
50,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
51,132.621,42.621,141,9,474,380,9,85,0.801688,0,0,0,1
52,101.869,21.8689,74,8,474,201,8,265,0.424051,0,0,0,1
53,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
54,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
55,89.8479,9.84788,6,8,474,3,8,463,0.00632911,0,0,0,1
56,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
57,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
58,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
59,125.494,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
60,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
61,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
62,182.995,32.9949,107,15,474,294,15,165,0.620253,0,0,0,1
63,104.245,4.24464,25,10,474,57,10,407,0.120253,0,0,0,1
64,83.055,3.05497,6,8,474,3,8,463,0.00632911,0,0,0,1
65,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
66,111.038,11.0376,25,10,474,57,10,407,0.120253,0,0,0,1
67,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
68,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
69,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
70,85.4151,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
71,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
72,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
73,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
74,125.494,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
75,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
76,100.036,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
77,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
78,96.6088,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
79,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
80,76.4989,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
81,97.6886,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
82,75.4191,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
83,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
84,86.7138,16.7138,23,7,474,48,7,419,0.101266,0,0,0,1
85,187.708,87.7081,138,10,474,369,10,95,0.778481,0,0,0,1
86,157.057,107.057,153,5,474,413,5,56,0.871308,0,0,0,1
