"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,5.932125,7.508031,0,627,0,184549377,yes,1.000000
1,,0.853247,0.847579,0,662,0,184549377,no,0.993357
