"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,72.875000,0,295,0,184549377,yes,1.000000
5,,52.251351,77.621622,0,309,0,184549377,yes,1.000000
4,,49.807143,68.285714,0,328,0,184549377,yes,1.000000
3,,49.362500,56.166667,0,334,0,184549377,yes,1.000000
2,,13.186111,13.291667,0,701,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,718,0,184549377,yes,1.000000
