"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,110.425000,0,263,0,184549377,yes,1.000000
5,,52.251351,113.459459,0,278,0,184549377,yes,1.000000
4,,49.807143,93.071429,0,301,0,184549377,yes,1.000000
3,,49.362500,110.208333,0,312,0,184549377,yes,1.000000
2,,13.186111,14.138889,0,715,0,184549377,yes,1.000000
1,,5.052273,5.113636,0,725,0,184549377,yes,1.000000
