"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,5.932125,40.973936,0,794,0,184549377,yes,1.000000
1,,0.853247,7.170388,0,794,0,184549377,yes,1.000000
