"planning_unit","number"
1031,22
1030,24
1029,23
1028,23
1027,22
1026,24
1025,28
1024,26
1023,25
1022,26
1021,24
1020,25
1019,26
1018,27
1017,27
1016,27
1015,27
1014,30
1013,31
1012,31
1011,31
1010,31
1009,18
1008,19
1007,22
1006,24
1005,23
1004,23
1003,22
1002,26
1001,28
1000,25
999,25
998,26
997,25
996,26
995,26
994,27
993,27
992,27
991,27
990,30
989,31
988,31
987,31
986,31
985,19
984,21
983,20
982,18
981,19
980,22
979,24
978,23
977,25
976,23
975,25
974,26
973,23
972,23
971,24
970,24
969,25
968,24
967,25
966,25
965,27
964,27
963,30
962,31
961,31
960,31
959,31
958,19
957,20
956,17
955,19
954,20
953,19
952,20
951,23
950,25
949,24
948,29
947,23
946,23
945,26
944,24
943,25
942,25
941,25
940,26
939,25
938,26
937,26
936,27
935,28
934,31
933,32
932,32
931,32
930,32
929,24
928,24
927,19
926,20
925,16
924,19
923,20
922,19
921,20
920,23
919,25
918,28
917,29
916,24
915,23
914,26
913,24
912,24
911,24
910,24
909,25
908,24
907,25
906,25
905,26
904,26
903,29
902,31
901,31
900,31
899,31
898,19
897,19
896,21
895,20
894,17
893,18
892,14
891,16
890,20
889,19
888,20
887,23
886,25
885,29
884,30
883,24
882,24
881,27
880,25
879,26
878,26
877,26
876,27
875,26
874,27
873,27
872,27
871,27
870,29
869,29
868,29
867,29
866,29
865,22
864,18
863,17
862,17
861,16
860,17
859,14
858,15
857,20
856,19
855,20
854,23
853,25
852,30
851,31
850,24
849,22
848,25
847,23
846,23
845,23
844,23
843,24
842,23
841,24
840,24
839,24
838,24
837,25
836,24
835,25
834,25
833,25
832,25
831,22
830,17
829,17
828,17
827,16
826,17
825,17
824,17
823,38
822,38
821,24
820,23
819,24
818,22
817,22
816,22
815,22
814,23
813,23
812,23
811,22
810,22
809,22
808,23
807,22
806,22
805,22
804,22
803,16
802,16
801,16
800,16
799,16
798,16
797,17
796,17
795,17
794,63
793,52
792,25
791,24
790,25
789,23
788,23
787,23
786,23
785,24
784,24
783,24
782,23
781,23
780,23
779,24
778,23
777,23
776,23
775,23
774,14
773,14
772,14
771,14
770,14
769,14
768,15
767,15
766,15
765,44
764,29
763,29
762,29
761,27
760,27
759,27
758,27
757,28
756,28
755,28
754,27
753,27
752,27
751,29
750,28
749,28
748,28
747,28
746,7
745,7
744,7
743,7
742,7
741,7
740,7
739,8
738,8
737,8
736,36
735,28
734,28
733,28
732,27
731,27
730,27
729,27
728,28
727,28
726,28
725,27
724,27
723,27
722,29
721,29
720,29
719,29
718,29
717,8
716,7
715,7
714,7
713,7
712,7
711,7
710,8
709,8
708,8
707,8
706,51
705,36
704,30
703,30
702,30
701,29
700,29
699,29
698,29
697,30
696,30
695,30
694,29
693,29
692,29
691,31
690,31
689,31
688,31
687,31
686,11
685,7
684,7
683,7
682,7
681,7
680,7
679,8
678,9
677,9
676,9
675,45
674,40
673,29
672,29
671,29
670,28
669,28
668,28
667,28
666,29
665,29
664,29
663,28
662,28
661,28
660,30
659,30
658,30
657,30
656,30
655,24
654,16
653,6
652,6
651,6
650,6
649,6
648,6
647,13
646,13
645,13
644,30
643,30
642,27
641,27
640,27
639,25
638,25
637,25
636,25
635,26
634,26
633,26
632,25
631,25
630,25
629,27
628,27
627,27
626,27
625,27
624,15
623,13
622,6
621,6
620,5
619,5
618,5
617,5
616,10
615,10
614,11
613,12
612,24
611,29
610,29
609,26
608,26
607,26
606,24
605,24
604,24
603,24
602,25
601,25
600,26
599,25
598,25
597,25
596,27
595,27
594,27
593,27
592,27
591,11
590,11
589,8
588,8
587,7
586,6
585,6
584,6
583,14
582,14
581,14
580,24
579,26
578,26
577,24
576,24
575,24
574,22
573,22
572,21
571,21
570,22
569,22
568,23
567,22
566,22
565,22
564,24
563,24
562,24
561,24
560,24
559,11
558,10
557,9
556,8
555,7
554,7
553,7
552,8
551,13
550,13
549,15
548,16
547,24
546,26
545,26
544,24
543,24
542,24
541,22
540,22
539,22
538,21
537,22
536,22
535,23
534,22
533,22
532,22
531,24
530,24
529,24
528,24
527,24
526,11
525,11
524,10
523,10
522,9
521,9
520,10
519,15
518,17
517,16
516,17
515,29
514,29
513,27
512,27
511,27
510,25
509,25
508,25
507,24
506,25
505,25
504,26
503,25
502,25
501,25
500,26
499,26
498,26
497,26
496,26
495,14
494,14
493,13
492,12
491,10
490,10
489,11
488,12
487,14
486,14
485,15
484,30
483,32
482,28
481,28
480,26
479,26
478,26
477,24
476,24
475,24
474,23
473,24
472,24
471,25
470,24
469,24
468,24
467,26
466,26
465,26
464,26
463,26
462,16
461,16
460,15
459,14
458,13
457,13
456,14
455,13
454,13
453,14
452,16
451,30
450,32
449,32
448,28
447,28
446,26
445,26
444,26
443,24
442,24
441,24
440,23
439,24
438,24
437,25
436,24
435,24
434,24
433,26
432,26
431,26
430,26
429,26
428,25
427,25
426,16
425,14
424,13
423,13
422,14
421,14
420,15
419,15
418,17
417,31
416,32
415,32
414,26
413,26
412,24
411,24
410,24
409,24
408,24
407,24
406,23
405,24
404,24
403,25
402,24
401,24
400,24
399,27
398,27
397,27
396,27
395,27
394,44
393,41
392,37
391,14
390,13
389,13
388,14
387,14
386,15
385,15
384,17
383,31
382,35
381,37
380,41
379,25
378,25
377,23
376,23
375,23
374,23
373,22
372,23
371,22
370,23
369,23
368,24
367,23
366,23
365,25
364,26
363,26
362,26
361,26
360,26
359,44
358,35
357,32
356,15
355,13
354,13
353,14
352,14
351,15
350,17
349,29
348,42
347,45
346,45
345,47
344,26
343,26
342,24
341,24
340,24
339,24
338,23
337,24
336,24
335,26
334,26
333,27
332,26
331,26
330,27
329,29
328,29
327,29
326,29
325,29
324,33
323,31
322,24
321,19
320,18
319,18
318,14
317,14
316,15
315,17
314,18
313,36
312,40
311,41
310,43
309,26
308,26
307,24
306,24
305,24
304,24
303,23
302,24
301,24
300,26
299,26
298,27
297,26
296,26
295,28
294,29
293,29
292,29
291,29
290,29
289,33
288,32
287,25
286,20
285,19
284,22
283,15
282,15
281,16
280,18
279,18
278,38
277,41
276,41
275,41
274,26
273,25
272,24
271,22
270,22
269,23
268,24
267,25
266,26
265,26
264,29
263,29
262,30
261,29
260,29
259,31
258,32
257,32
256,32
255,32
254,32
253,30
252,23
251,18
250,17
249,16
248,14
247,14
246,15
245,17
244,16
243,24
242,30
241,35
240,35
239,27
238,27
237,27
236,26
235,25
234,26
233,27
232,28
231,29
230,29
229,32
228,32
227,33
226,32
225,32
224,34
223,34
222,34
221,34
220,34
219,35
218,29
217,28
216,26
215,24
214,17
213,15
212,13
211,13
210,14
209,15
208,15
207,22
206,22
205,23
204,23
203,27
202,27
201,27
200,26
199,26
198,27
197,28
196,29
195,30
194,30
193,33
192,33
191,34
190,34
189,34
188,35
187,35
186,36
185,36
184,36
183,36
182,28
181,27
180,26
179,24
178,14
177,14
176,12
175,12
174,13
173,15
172,15
171,22
170,23
169,24
168,25
167,25
166,22
165,25
164,26
163,27
162,27
161,28
160,29
159,30
158,31
157,31
156,34
155,34
154,36
153,35
152,36
151,37
150,37
149,37
148,37
147,37
146,37
145,28
144,27
143,28
142,25
141,14
140,14
139,12
138,12
137,12
136,14
135,15
134,22
133,23
132,24
131,25
130,25
129,24
128,27
127,28
126,29
125,29
124,29
123,30
122,31
121,32
120,32
119,35
118,36
117,38
116,37
115,38
114,38
113,38
112,38
111,38
110,38
109,38
108,28
107,28
106,24
105,12
104,13
103,11
102,11
101,11
100,13
99,14
98,22
97,23
96,25
95,25
94,25
93,24
92,27
91,28
90,29
89,29
88,29
87,30
86,31
85,33
84,33
83,36
82,36
81,38
80,37
79,38
78,38
77,38
76,38
75,38
74,38
73,38
72,28
71,27
70,23
69,11
68,13
67,11
66,11
65,11
64,13
63,14
62,22
61,23
60,26
59,26
58,25
57,24
56,27
55,28
54,29
53,29
52,29
51,30
50,31
49,33
48,33
47,36
46,36
45,38
44,37
43,38
42,38
41,38
40,38
39,38
38,38
37,38
36,28
35,27
34,23
33,11
32,14
31,12
30,12
29,12
28,14
27,15
26,23
25,28
24,26
23,26
22,25
21,24
20,27
19,28
18,29
17,29
16,29
15,30
14,31
13,33
12,33
11,36
10,36
9,38
8,37
7,38
6,38
5,38
4,38
3,38
2,38
1,38
