"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,791.628,1.62802,602,79,2830,1102,79,1649,0.389399,0,0,0,1
2,261.793,1.79338,797,26,2830,1517,26,1287,0.536042,0,0,0,1
3,541.901,1.90068,499,54,2830,919,54,1857,0.324735,0,0,0,1
4,282.116,2.11562,910,28,2830,1726,28,1076,0.609894,0,0,0,1
5,452.079,2.079,1027,45,2830,1948,45,837,0.688339,0,0,0,1
6,442.206,2.20638,862,44,2830,1615,44,1171,0.570671,0,0,0,1
7,273.092,3.09176,972,27,2830,1817,27,986,0.642049,0,0,0,1
8,393.481,3.48098,1357,39,2830,2563,39,228,0.905654,0,0,0,1
9,372.843,2.843,741,37,2830,1378,37,1415,0.486926,0,0,0,1
10,511.032,1.03159,201,51,2830,341,51,2438,0.120495,0,0,0,1
11,460.5,0.499586,202,46,2830,356,46,2428,0.125795,0,0,0,1
12,881.41,1.40985,521,88,2830,951,88,1791,0.336042,0,0,0,1
13,861.829,1.82937,600,86,2830,1085,86,1659,0.383392,0,0,0,1
14,611.793,1.79342,449,61,2830,818,61,1951,0.289046,0,0,0,1
15,473.066,3.06567,960,47,2830,1804,47,979,0.637456,0,0,0,1
16,762.271,2.27059,915,76,2830,1713,76,1041,0.6053,0,0,0,1
17,411.037,1.03664,258,41,2830,455,41,2334,0.160777,0,0,0,1
18,661.134,1.13352,263,66,2830,450,66,2314,0.159011,0,0,0,1
19,363.01,3.01019,1164,36,2830,2213,36,581,0.781979,0,0,0,1
20,432.947,2.94684,1212,43,2830,2291,43,496,0.809541,0,0,0,1
21,432.192,2.19206,496,43,2830,896,43,1891,0.316608,0,0,0,1
22,452.335,2.33549,1103,45,2830,2084,45,701,0.736396,0,0,0,1
23,353.358,3.35826,1048,35,2830,1973,35,822,0.697173,0,0,0,1
24,492.328,2.32795,629,49,2830,1169,49,1612,0.413074,0,0,0,1
25,501.599,1.5987,856,50,2830,1602,50,1178,0.566078,0,0,0,1
26,572.608,2.60756,676,57,2830,1265,57,1508,0.446996,0,0,0,1
27,541.453,1.45276,418,54,2830,759,54,2017,0.268198,0,0,0,1
28,253.104,3.10416,979,25,2830,1831,25,974,0.646996,0,0,0,1
29,412.701,2.70143,1184,41,2830,2232,41,557,0.788693,0,0,0,1
30,422.59,2.59004,840,42,2830,1566,42,1222,0.553357,0,0,0,1
31,491.172,1.17232,370,49,2830,659,49,2122,0.232862,0,0,0,1
32,451.799,1.79868,394,45,2830,707,45,2078,0.249823,0,0,0,1
33,322.621,2.62055,922,32,2830,1745,32,1053,0.616608,0,0,0,1
34,512.971,2.97142,930,51,2830,1742,51,1037,0.615548,0,0,0,1
35,972.336,2.33552,719,97,2830,1322,97,1411,0.467138,0,0,0,1
36,542.291,2.29058,946,54,2830,1789,54,987,0.632155,0,0,0,1
37,810.86,0.859964,291,81,2830,512,81,2237,0.180919,0,0,0,1
38,312.092,2.09203,873,31,2830,1660,31,1139,0.586572,0,0,0,1
39,482.525,2.52513,722,48,2830,1345,48,1437,0.475265,0,0,0,1
40,552.099,2.09864,790,55,2830,1471,55,1304,0.519788,0,0,0,1
41,511.168,1.16752,405,51,2830,716,51,2063,0.253004,0,0,0,1
42,611.032,1.03171,496,61,2830,908,61,1861,0.320848,0,0,0,1
43,522.272,2.27158,601,52,2830,1116,52,1662,0.394346,0,0,0,1
44,720.759,0.758583,520,72,2830,956,72,1802,0.337809,0,0,0,1
45,461.026,1.02641,575,46,2830,1071,46,1713,0.378445,0,0,0,1
46,4.09887,4.09887,1490,0,2830,2830,0,0,1,0,0,0,1
47,182.77,2.7705,1238,18,2830,2354,18,458,0.831802,0,0,0,1
48,183.492,3.49177,1361,18,2830,2594,18,218,0.916608,0,0,0,1
49,762.033,2.03339,645,76,2830,1169,76,1585,0.413074,0,0,0,1
50,321.425,1.42516,418,32,2830,761,32,2037,0.268905,0,0,0,1
51,741.713,1.71263,661,74,2830,1218,74,1538,0.430389,0,0,0,1
52,303.554,3.55393,1246,30,2830,2346,30,454,0.828975,0,0,0,1
53,522.326,2.32555,861,52,2830,1621,52,1157,0.572792,0,0,0,1
54,4.09887,4.09887,1490,0,2830,2830,0,0,1,0,0,0,1
55,243.021,3.0209,1280,24,2830,2420,24,386,0.855124,0,0,0,1
56,292.1,2.09976,1023,29,2830,1940,29,861,0.685512,0,0,0,1
57,782.699,2.6988,948,78,2830,1754,78,998,0.619788,0,0,0,1
58,641.149,1.14886,693,64,2830,1302,64,1464,0.460071,0,0,0,1
59,482.536,2.53579,906,48,2830,1697,48,1085,0.599647,0,0,0,1
60,551.275,1.27499,600,55,2830,1111,55,1664,0.39258,0,0,0,1
61,182.77,2.7705,1243,18,2830,2362,18,450,0.834629,0,0,0,1
62,133.941,3.94062,1242,13,2830,2355,13,462,0.832155,0,0,0,1
63,303.409,3.40853,1137,30,2830,2155,30,645,0.761484,0,0,0,1
64,552.51,2.51003,947,55,2830,1775,55,1000,0.627208,0,0,0,1
65,532.983,2.98264,978,53,2830,1826,53,951,0.64523,0,0,0,1
66,722.489,2.48926,924,72,2830,1718,72,1040,0.607067,0,0,0,1
67,601.246,1.24635,509,60,2830,929,60,1841,0.328269,0,0,0,1
68,690.867,0.86716,367,69,2830,663,69,2098,0.234276,0,0,0,1
69,562.346,2.34646,561,56,2830,1037,56,1737,0.366431,0,0,0,1
70,731.485,1.4851,731,73,2830,1352,73,1405,0.477739,0,0,0,1
71,511.094,1.09436,437,51,2830,787,51,1992,0.278092,0,0,0,1
72,652.178,2.17762,638,65,2830,1180,65,1585,0.416961,0,0,0,1
73,531.582,1.58194,876,53,2830,1642,53,1135,0.580212,0,0,0,1
74,433.346,3.34646,1237,43,2830,2339,43,448,0.826502,0,0,0,1
75,252.869,2.8689,860,25,2830,1621,25,1184,0.572792,0,0,0,1
76,452.806,2.80608,882,45,2830,1629,45,1156,0.575618,0,0,0,1
77,201.714,1.71419,316,20,2830,571,20,2239,0.201767,0,0,0,1
78,432.356,2.35605,936,43,2830,1770,43,1017,0.625442,0,0,0,1
79,402.566,2.56561,847,40,2830,1586,40,1204,0.560424,0,0,0,1
80,262.319,2.31901,707,26,2830,1317,26,1487,0.465371,0,0,0,1
