"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
81,471.153,1.15315,405,47,2830,726,47,2057,0.256537,0,0,0,1
82,622.266,2.266,709,62,2830,1327,62,1441,0.468905,0,0,0,1
83,392.922,2.92161,912,39,2830,1712,39,1079,0.604947,0,0,0,1
84,471.314,1.31396,461,47,2830,834,47,1949,0.2947,0,0,0,1
85,442.866,2.86616,981,44,2830,1830,44,956,0.646643,0,0,0,1
86,412.701,2.70143,1189,41,2830,2240,41,549,0.791519,0,0,0,1
87,591.921,1.92121,906,59,2830,1699,59,1072,0.600353,0,0,0,1
88,491.825,1.82453,965,49,2830,1824,49,957,0.644523,0,0,0,1
89,722.445,2.44451,828,72,2830,1542,72,1216,0.544876,0,0,0,1
90,282.965,2.96495,985,28,2830,1870,28,932,0.660777,0,0,0,1
91,322.313,2.31253,1160,32,2830,2200,32,598,0.777385,0,0,0,1
92,272.238,2.23813,680,27,2830,1266,27,1537,0.44735,0,0,0,1
93,423.196,3.19581,1150,42,2830,2167,42,621,0.765724,0,0,0,1
94,232.171,2.17111,633,23,2830,1172,23,1635,0.414134,0,0,0,1
95,542.26,2.26029,950,54,2830,1782,54,994,0.629682,0,0,0,1
96,291.908,1.9084,788,29,2830,1471,29,1330,0.519788,0,0,0,1
97,672.848,2.84793,1076,67,2830,2018,67,745,0.713074,0,0,0,1
98,431.373,1.37257,409,43,2830,734,43,2053,0.259364,0,0,0,1
99,451.913,1.91318,856,45,2830,1616,45,1169,0.571025,0,0,0,1
100,732.128,2.12785,833,73,2830,1557,73,1200,0.550177,0,0,0,1
