id,cost,status
1,3.671771636934387,0.0
2,0.0,0.0
3,6.2099971780956436,0.0
4,1.6572351518145214,0.0
5,0.0,0.0
6,1.6572351518145214,0.0
7,1.6572351518145214,0.0
8,1.1662934008026833,0.0
9,0.0,0.0
10,2.0093010747964373,0.0
11,0.0,0.0
12,2.1690127634314083,0.0
13,0.0,0.0
14,0.0,0.0
16,0.0,0.0
17,2.0093010747964373,0.0
18,1.1662934008026833,0.0
19,1.208753611527604,0.0
20,0.8430076739937542,0.0
21,0.0,0.0
22,2.1690127634314083,0.0
23,0.0,0.0
24,5.2049580066953345,0.0
25,0.0,0.0
26,1.3422537398547276,0.0
28,0.8005474632688334,0.0
29,0.8005474632688334,0.0
30,0.8430076739937542,0.0
31,0.8430076739937542,0.0
32,0.8005474632688334,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,1.0697709971207388,0.0
39,0.8005474632688334,0.0
40,0.8430076739937542,0.0
41,0.8430076739937542,0.0
42,0.8005474632688334,0.0
43,1.0697709971207388,0.0
44,6.133382722038004,0.0
45,0.26922353385190534,0.0
46,0.05661196693552984,0.0
47,0.3258355007874352,0.0
48,6.133382722038004,0.0
49,6.133382722038004,0.0
50,0.8005474632688334,0.0
51,0.8005474632688334,0.0
52,0.8005474632688334,0.0
53,1.0697709971207388,0.0
54,7.630782412434813,0.0
55,8.490145673524763,0.0
56,1.1851987618773843,0.0
57,8.490145673524763,0.0
58,7.361558878582908,0.0
59,7.361558878582908,0.0
60,7.630782412434813,0.0
61,0.8059548205171149,0.0
62,0.8059548205171149,0.0
63,7.361558878582908,0.0
64,7.361558878582908,0.0
65,7.361558878582908,0.0
66,7.361558878582908,0.0
67,7.361558878582908,0.0
68,0.0,0.0
69,0.8059548205171149,0.0
70,0.8059548205171149,0.0
71,0.8059548205171149,0.0
74,7.361558878582908,0.0
75,7.361558878582908,0.0
76,7.361558878582908,0.0
78,7.3927090616237185,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.8331152395242382,0.0
85,0.0,0.0
86,0.0,0.0
89,1.3910292529926813,0.0
91,0.4463468097124538,0.0
96,0.0,0.0
97,0.05661196693552984,0.0
98,0.05661196693552984,0.0
99,0.05661196693552984,0.0
100,0.05661196693552984,0.0
101,0.05661196693552984,0.0
102,0.05661196693552984,0.0
103,0.05661196693552984,0.0
104,0.0,0.0
105,0.589180502147788,0.0
106,0.589180502147788,0.0
107,0.589180502147788,0.0
108,0.6885915074875295,0.0
109,0.09941100533974144,0.0
112,0.7234355983667893,0.0
113,0.589180502147788,0.0
114,0.589180502147788,0.0
115,0.589180502147788,0.0
116,0.589180502147788,0.0
117,0.14283369243533425,0.0
118,0.05661196693552984,0.0
119,0.05661196693552984,0.0
120,0.05661196693552984,0.0
121,0.05661196693552984,0.0
123,0.05661196693552984,0.0
124,0.05661196693552984,0.0
126,0.14283369243533425,0.0
127,0.589180502147788,0.0
128,0.589180502147788,0.0
129,0.589180502147788,0.0
130,0.589180502147788,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.4463468097124538,0.0
135,0.0,0.0
140,1.1285867949418544,0.0
143,0.0,0.0
152,0.0,0.0
153,0.0,0.0
155,0.04246021072492083,0.0
156,0.04246021072492083,0.0
157,0.04246021072492083,0.0
158,0.04246021072492083,0.0
159,0.04246021072492083,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.04246021072492083,0.0
169,0.8430076739937542,0.0
170,0.8430076739937542,0.0
171,0.8430076739937542,0.0
172,0.8430076739937542,0.0
173,0.2066903018636007,0.0
174,0.16423009113867987,0.0
175,0.16423009113867987,0.0
176,0.0,0.0
177,0.0,0.0
179,0.0,0.0
181,0.16423009113867987,0.0
182,0.16423009113867987,0.0
183,0.16423009113867987,0.0
184,0.04246021072492083,0.0
185,0.8430076739937542,0.0
186,0.8430076739937542,0.0
187,1.0697709971207388,0.0
188,1.0697709971207388,0.0
189,0.26922353385190534,0.0
190,0.26922353385190534,0.0
191,0.8059548205171149,0.0
192,0.8059548205171149,0.0
194,0.8059548205171149,0.0
195,0.8059548205171149,0.0
198,0.8059548205171149,0.0
199,0.8059548205171149,0.0
200,0.8059548205171149,0.0
201,0.8059548205171149,0.0
203,0.8059548205171149,0.0
204,0.8059548205171149,0.0
207,0.8059548205171149,0.0
208,0.8059548205171149,0.0
209,0.8059548205171149,0.0
210,0.8059548205171149,0.0
211,0.8059548205171149,0.0
212,0.8059548205171149,0.0
213,0.8059548205171149,0.0
214,0.8059548205171149,0.0
215,0.8059548205171149,0.0
216,0.8059548205171149,0.0
217,0.8059548205171149,0.0
