id,cost,status,xloc,yloc
1,0.001034757839572928,0.0,514000.0,9365000.0
2,0.001034757839572928,0.0,514500.0,9365000.0
3,0.001034757839572928,0.0,515000.0,9365000.0
4,0.001034757839572928,0.0,515500.0,9365000.0
5,0.001034757839572928,0.0,516000.0,9365000.0
6,0.00046479249667395034,0.0,516500.0,9365000.0
7,0.00046479249667395034,0.0,517000.0,9365000.0
8,0.00046479249667395034,0.0,517500.0,9365000.0
9,0.0018976813684207486,0.0,518000.0,9365000.0
10,0.0015752510218496264,0.0,518500.0,9365000.0
11,0.0015752510218496264,0.0,519000.0,9365000.0
12,0.0026938631079126097,0.0,519500.0,9365000.0
13,0.004293732413115763,0.0,520000.0,9365000.0
14,0.004293732413115763,0.0,520500.0,9365000.0
15,0.002200954222237874,0.0,521000.0,9365000.0
16,0.003203291835744631,0.0,521500.0,9365000.0
17,0.003203291835744631,0.0,522000.0,9365000.0
18,0.0016563204515417575,0.0,522500.0,9365000.0
19,0.0016403520179153457,0.0,523000.0,9365000.0
20,0.0005376100708082856,0.0,523500.0,9365000.0
21,0.0,0.0,524000.0,9365000.0
22,0.10763922236552145,0.0,524500.0,9365000.0
23,0.04501548317190431,0.0,525000.0,9365000.0
24,0.03332210353954761,0.0,525500.0,9365000.0
25,0.03391548359296775,0.0,526000.0,9365000.0
26,0.0019240611354445765,0.0,526500.0,9365000.0
27,0.002281250656498799,0.0,527000.0,9365000.0
28,0.00251757467843222,0.0,527500.0,9365000.0
29,0.1921971281724456,0.0,528000.0,9365000.0
30,0.19199079245682624,0.0,528500.0,9365000.0
31,0.04830367511982128,0.0,529000.0,9365000.0
32,0.00021955061976545139,0.0,529500.0,9365000.0
33,0.006052321439841317,0.0,530000.0,9365000.0
34,0.006987059148358692,0.0,530500.0,9365000.0
35,0.019565471718565444,0.0,531000.0,9365000.0
36,0.05390477537781412,0.0,531500.0,9365000.0
37,0.001034757839572928,0.0,514000.0,9364500.0
38,0.001034757839572928,0.0,514500.0,9364500.0
39,0.001034757839572928,0.0,515000.0,9364500.0
40,0.001034757839572928,0.0,515500.0,9364500.0
41,0.001034757839572928,0.0,516000.0,9364500.0
42,0.001034757839572928,0.0,516500.0,9364500.0
43,0.00046479249667395034,0.0,517000.0,9364500.0
44,0.00046479249667395034,0.0,517500.0,9364500.0
45,0.0018338076339151018,0.0,518000.0,9364500.0
46,0.0017204977615087758,0.0,518500.0,9364500.0
47,0.0015752510218496264,0.0,519000.0,9364500.0
48,0.004293732413115763,0.0,519500.0,9364500.0
49,0.006512458248053209,0.0,520000.0,9364500.0
50,0.00720846503665053,0.0,520500.0,9364500.0
51,0.007077759567505044,0.0,521000.0,9364500.0
52,0.007130116201216829,0.0,521500.0,9364500.0
53,0.011056940566689029,0.0,522000.0,9364500.0
54,0.009494000748859742,0.0,522500.0,9364500.0
55,0.0016403520179153457,0.0,523000.0,9364500.0
56,0.0026303593356088147,0.0,523500.0,9364500.0
57,0.002203271579328863,0.0,524000.0,9364500.0
58,0.009137753826836986,0.0,524500.0,9364500.0
59,0.0514635587043878,0.0,525000.0,9364500.0
60,0.044080816716961645,0.0,525500.0,9364500.0
61,0.03391548359296775,0.0,526000.0,9364500.0
62,0.002198470608958704,0.0,526500.0,9364500.0
63,0.00021955061976545139,0.0,527000.0,9364500.0
64,0.06680301033260502,0.0,527500.0,9364500.0
65,0.17029839338110594,0.0,528000.0,9364500.0
66,0.1684177710463939,0.0,528500.0,9364500.0
67,0.00021955061976545139,0.0,529000.0,9364500.0
68,0.0032761220674238922,0.0,529500.0,9364500.0
69,1.0,0.0,530000.0,9364500.0
70,0.03267969873736613,0.0,530500.0,9364500.0
71,0.09342552537333812,0.0,531000.0,9364500.0
72,0.0810837875161913,0.0,531500.0,9364500.0
73,0.001034757839572928,0.0,514000.0,9364000.0
74,0.001034757839572928,0.0,514500.0,9364000.0
75,0.001034757839572928,0.0,515000.0,9364000.0
76,0.001034757839572928,0.0,515500.0,9364000.0
77,0.001034757839572928,0.0,516000.0,9364000.0
78,0.001034757839572928,0.0,516500.0,9364000.0
79,0.001034757839572928,0.0,517000.0,9364000.0
80,0.0035800796986638745,0.0,517500.0,9364000.0
81,0.0035800796986638745,0.0,518000.0,9364000.0
82,0.0041702730354075445,0.0,518500.0,9364000.0
83,0.0015113772873439797,0.0,519000.0,9364000.0
84,0.00427776397948935,0.0,519500.0,9364000.0
85,0.010178572814362689,0.0,520000.0,9364000.0
86,0.011088123481099986,0.0,520500.0,9364000.0
87,0.011088123481099986,0.0,521000.0,9364000.0
88,0.01114048011481177,0.0,521500.0,9364000.0
89,0.009966305479252518,0.0,522000.0,9364000.0
90,0.009066912992579789,0.0,522500.0,9364000.0
91,0.04804606360458989,0.0,523000.0,9364000.0
92,0.008813086317315451,0.0,523500.0,9364000.0
93,0.010114706242221966,0.0,524000.0,9364000.0
94,0.009137753826836986,0.0,524500.0,9364000.0
95,0.11116059128594792,0.0,525000.0,9364000.0
96,0.14516061761213256,0.0,525500.0,9364000.0
97,0.021543674472401547,0.0,526000.0,9364000.0
98,0.000593380053420139,0.0,526500.0,9364000.0
99,0.002281655106126998,0.0,527000.0,9364000.0
100,0.06886511481896657,0.0,527500.0,9364000.0
101,0.07844970864417627,0.0,528000.0,9364000.0
102,0.07844970864417627,0.0,528500.0,9364000.0
103,0.00237511246454067,0.0,529000.0,9364000.0
104,0.000593380053420139,0.0,529500.0,9364000.0
105,0.0057007437581898844,0.0,530000.0,9364000.0
106,0.09356606089158638,0.0,530500.0,9364000.0
107,0.09300391881859334,0.0,531000.0,9364000.0
108,0.04671227949682259,0.0,531500.0,9364000.0
109,0.0026788419525042265,0.0,514000.0,9363500.0
110,0.004898765229276361,0.0,514500.0,9363500.0
111,0.004898765229276361,0.0,515000.0,9363500.0
112,0.008762772618979795,0.0,515500.0,9363500.0
113,0.008762772618979795,0.0,516000.0,9363500.0
114,0.004898765229276361,0.0,516500.0,9363500.0
115,0.0033712232410653717,0.0,517000.0,9363500.0
116,0.004150045041562852,0.0,517500.0,9363500.0
117,0.0035800796986638745,0.0,518000.0,9363500.0
118,0.0035800796986638745,0.0,518500.0,9363500.0
119,0.017369222419936527,0.0,519000.0,9363500.0
120,0.01824011204800748,0.0,519500.0,9363500.0
121,0.024897363521911967,0.0,520000.0,9363500.0
122,0.024897363521911967,0.0,520500.0,9363500.0
123,0.021022895790151555,0.0,521000.0,9363500.0
124,0.009280503486785021,0.0,521500.0,9363500.0
125,0.008769876182382326,0.0,522000.0,9363500.0
126,0.00863982523629984,0.0,522500.0,9363500.0
127,0.04732809152906574,0.0,523000.0,9363500.0
128,0.03263376077827259,0.0,523500.0,9363500.0
129,0.07247444851421687,0.0,524000.0,9363500.0
130,0.009137753826836986,0.0,524500.0,9363500.0
131,0.056446374660507836,0.0,525000.0,9363500.0
132,0.10203226745681243,0.0,525500.0,9363500.0
133,0.02015178555802302,0.0,526000.0,9363500.0
134,0.015855999028180735,0.0,526500.0,9363500.0
135,0.010206502912406823,0.0,527000.0,9363500.0
136,0.06886511481896657,0.0,527500.0,9363500.0
137,0.07844970864417627,0.0,528000.0,9363500.0
138,0.07835549928364917,0.0,528500.0,9363500.0
139,0.0026554845397816856,0.0,529000.0,9363500.0
140,0.001624432296600912,0.0,529500.0,9363500.0
141,0.04044943128333762,0.0,530000.0,9363500.0
142,0.09258327864354149,0.0,530500.0,9363500.0
143,0.09300391881859334,0.0,531000.0,9363500.0
144,0.09356606089158638,0.0,531500.0,9363500.0
145,0.0,0.0,532000.0,9363500.0
146,0.014016318936280083,0.0,514000.0,9363000.0
147,0.011223308902594773,0.0,514500.0,9363000.0
148,0.011127758099507643,0.0,515000.0,9363000.0
149,0.011032207296420514,0.0,515500.0,9363000.0
150,0.011032207296420514,0.0,516000.0,9363000.0
151,0.011032207296420514,0.0,516500.0,9363000.0
152,0.024381642725581583,0.0,517000.0,9363000.0
153,0.022139211486947755,0.0,517500.0,9363000.0
154,0.017001884794257013,0.0,518000.0,9363000.0
155,0.005512083393515591,0.0,518500.0,9363000.0
156,0.018947828341290444,0.0,519000.0,9363000.0
157,0.017129675161446613,0.0,519500.0,9363000.0
158,0.021022895790151555,0.0,520000.0,9363000.0
159,0.021022895790151555,0.0,520500.0,9363000.0
160,0.021022895790151555,0.0,521000.0,9363000.0
161,0.01880416995521411,0.0,521500.0,9363000.0
162,0.01658544412027666,0.0,522000.0,9363000.0
163,0.016455393174194175,0.0,522500.0,9363000.0
164,0.05610575917768842,0.0,523000.0,9363000.0
165,0.018847652954839787,0.0,523500.0,9363000.0
166,0.13217294005142624,0.0,524000.0,9363000.0
167,0.11877596797316332,0.0,524500.0,9363000.0
168,0.00999911784552011,0.0,525000.0,9363000.0
169,0.009568435836178548,0.0,525500.0,9363000.0
170,0.031215254781559083,0.0,526000.0,9363000.0
171,0.02877433636680024,0.0,526500.0,9363000.0
172,0.01813135071868665,0.0,527000.0,9363000.0
173,0.010555332166250386,0.0,527500.0,9363000.0
174,0.012054667652390893,0.0,528000.0,9363000.0
175,0.012240078364991394,0.0,528500.0,9363000.0
176,0.0026554845397816856,0.0,529000.0,9363000.0
177,0.004252286655663302,0.0,529500.0,9363000.0
178,0.04030889576508936,0.0,530000.0,9363000.0
179,0.05295612652488083,0.0,530500.0,9363000.0
180,0.09300391881859334,0.0,531000.0,9363000.0
181,0.09356606089158638,0.0,531500.0,9363000.0
182,0.017167445232754857,0.0,532000.0,9363000.0
183,0.01601011419178508,0.0,514000.0,9362500.0
184,0.013217104158099768,0.0,514500.0,9362500.0
185,0.011414410508769035,0.0,515000.0,9362500.0
186,0.011414410508769035,0.0,515500.0,9362500.0
187,0.011414410508769035,0.0,516000.0,9362500.0
188,0.011414410508769035,0.0,516500.0,9362500.0
189,0.024777347657333554,0.0,517000.0,9362500.0
190,0.022534916418699726,0.0,517500.0,9362500.0
191,0.019973003932056078,0.0,518000.0,9362500.0
