"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,1.426667,0,79,0,184549377,yes,1.000000
1,,0.780000,2.360000,0,72,0,184549377,yes,1.000000
