"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,196.375000,0,437,0,184549377,yes,1.000000
5,,52.251351,143.540541,0,447,0,184549377,yes,1.000000
4,,49.807143,152.000000,0,465,0,184549377,yes,1.000000
3,,49.362500,168.208333,0,496,0,184549377,yes,1.000000
2,,13.186111,13.208333,0,723,0,184549377,yes,1.000000
1,,5.052273,5.295455,0,735,0,184549377,yes,1.000000
