"planning_unit","number"
634,48
633,48
632,49
631,49
630,49
629,49
628,49
627,49
626,49
625,49
624,50
623,50
622,48
621,48
620,48
619,48
618,48
617,47
616,51
615,53
614,53
613,53
612,54
611,51
610,51
609,50
608,50
607,50
606,47
605,48
604,47
603,47
602,48
601,48
600,48
599,49
598,49
597,49
596,49
595,49
594,49
593,49
592,49
591,53
590,52
589,52
588,51
587,51
586,51
585,51
584,51
583,54
582,54
581,54
580,54
579,52
578,52
577,51
576,51
575,51
574,49
573,49
572,48
571,48
570,49
569,49
568,49
567,50
566,50
565,50
564,50
563,50
562,50
561,50
560,50
559,53
558,53
557,52
556,51
555,51
554,51
553,51
552,51
551,53
550,48
549,49
548,50
547,54
546,50
545,50
544,49
543,49
542,49
541,47
540,47
539,46
538,46
537,47
536,47
535,47
534,48
533,48
532,48
531,48
530,48
529,48
528,48
527,48
526,55
525,55
524,54
523,52
522,52
521,52
520,52
519,53
518,54
517,53
516,53
515,51
514,51
513,50
512,50
511,50
510,48
509,48
508,47
507,47
506,48
505,48
504,48
503,49
502,49
501,49
500,49
499,49
498,49
497,49
496,49
495,53
494,53
493,52
492,48
491,48
490,48
489,48
488,48
487,51
486,48
485,48
484,60
483,60
482,50
481,50
480,49
479,49
478,49
477,47
476,47
475,46
474,46
473,47
472,47
471,47
470,48
469,49
468,49
467,49
466,49
465,49
464,49
463,49
462,58
461,58
460,57
459,53
458,53
457,53
456,53
455,53
454,55
453,53
452,53
451,60
450,60
449,60
448,50
447,50
446,49
445,49
444,49
443,47
442,47
441,46
440,46
439,47
438,46
437,46
436,48
435,48
434,48
433,48
432,48
431,48
430,48
429,48
428,57
427,57
426,56
425,52
424,52
423,52
422,52
421,52
420,54
419,53
418,53
417,60
416,60
415,60
414,51
413,51
412,50
411,50
410,50
409,48
408,48
407,47
406,47
405,48
404,48
403,48
402,50
401,50
400,50
399,50
398,50
397,50
396,50
395,50
394,57
393,57
392,56
391,51
390,51
389,51
388,51
387,51
386,53
385,52
384,52
383,60
382,61
381,62
380,62
379,51
378,51
377,50
376,50
375,50
374,48
373,48
372,47
371,47
370,49
369,48
368,48
367,50
366,51
365,51
364,51
363,51
362,51
361,51
360,51
359,58
358,56
357,55
356,53
355,53
354,52
353,52
352,52
351,54
350,53
349,55
348,62
347,62
346,62
345,62
344,51
343,51
342,50
341,50
340,50
339,48
338,47
337,47
336,47
335,49
334,48
333,48
332,50
331,51
330,51
329,51
328,51
327,51
326,51
325,51
324,57
323,57
322,55
321,54
320,54
319,54
318,52
317,52
316,54
315,53
314,55
313,62
312,62
311,62
310,62
309,54
308,54
307,53
306,53
305,53
304,52
303,50
302,50
301,50
300,52
299,51
298,51
297,53
296,54
295,54
294,55
293,55
292,55
291,55
290,55
289,57
288,57
287,55
286,54
285,54
284,54
283,52
282,52
281,54
280,53
279,55
278,64
277,63
276,62
275,62
274,55
273,54
272,54
271,53
270,53
269,53
268,52
267,50
266,50
265,50
264,52
263,51
262,51
261,52
260,55
259,55
258,56
257,56
256,56
255,56
254,56
253,53
252,56
251,55
250,55
249,55
248,53
247,53
246,55
245,54
244,55
243,61
242,60
241,60
240,60
239,55
238,55
237,55
236,54
235,54
234,54
233,53
232,51
231,51
230,51
229,53
228,52
227,52
226,53
225,57
224,57
223,57
222,58
221,58
220,58
219,58
218,63
217,63
216,56
215,55
214,55
213,55
212,53
211,53
210,55
209,54
208,55
207,61
206,60
205,60
204,60
203,55
202,55
201,55
200,54
199,54
198,54
197,53
196,51
195,51
194,51
193,53
192,52
191,52
190,53
189,57
188,57
187,57
186,58
185,58
184,58
183,58
182,63
181,63
180,56
179,55
178,55
177,55
176,53
175,53
174,55
173,54
172,55
171,61
170,60
169,60
168,61
167,57
166,55
165,55
164,55
163,54
162,54
161,54
160,53
159,51
158,51
157,51
156,53
155,52
154,52
153,53
152,57
151,57
150,57
149,58
148,58
147,58
146,58
145,63
144,64
143,62
142,60
141,55
140,55
139,53
138,53
137,55
136,54
135,55
134,61
133,60
132,61
131,62
130,57
129,55
128,55
127,55
126,54
125,54
124,54
123,53
122,51
121,51
120,51
119,53
118,52
117,52
116,53
115,57
114,57
113,57
112,58
111,58
110,58
109,58
108,65
107,64
106,61
105,55
104,55
103,53
102,53
101,55
100,54
99,55
98,61
97,60
96,62
95,63
94,57
93,55
92,55
91,55
90,54
89,54
88,54
87,53
86,51
85,51
84,51
83,53
82,52
81,52
80,53
79,57
78,57
77,57
76,58
75,58
74,58
73,58
72,65
71,65
70,61
69,55
68,55
67,53
66,53
65,55
64,54
63,55
62,61
61,60
60,63
59,63
58,57
57,55
56,55
55,55
54,54
53,54
52,54
51,53
50,51
49,51
48,51
47,53
46,52
45,52
44,53
43,57
42,57
41,57
40,58
39,59
38,59
37,59
36,66
35,65
34,61
33,55
32,55
31,53
30,53
29,55
28,54
27,55
26,61
25,63
24,63
23,63
22,57
21,55
20,55
19,55
18,54
17,54
16,54
15,53
14,51
13,51
12,51
11,53
10,52
9,52
8,53
7,57
6,57
5,57
4,58
3,59
2,59
1,59
