"planning_unit","number"
1490,46
1489,46
1488,46
1487,46
1486,45
1485,45
1484,45
1483,45
1482,45
1481,45
1480,45
1479,45
1478,45
1477,45
1476,45
1475,45
1474,46
1473,46
1472,46
1471,46
1470,45
1469,45
1468,45
1467,45
1466,45
1465,45
1464,45
1463,45
1462,45
1461,45
1460,45
1459,45
1458,46
1457,46
1456,46
1455,45
1454,45
1453,45
1452,45
1451,45
1450,45
1449,45
1448,45
1447,45
1446,45
1445,45
1444,45
1443,46
1442,46
1441,46
1440,45
1439,45
1438,45
1437,45
1436,45
1435,45
1434,45
1433,45
1432,45
1431,45
1430,45
1429,45
1428,46
1427,46
1426,46
1425,45
1424,45
1423,45
1422,45
1421,45
1420,45
1419,45
1418,45
1417,45
1416,45
1415,45
1414,45
1413,48
1412,48
1411,47
1410,47
1409,47
1408,47
1407,47
1406,47
1405,47
1404,47
1403,47
1402,47
1401,47
1400,47
1399,48
1398,48
1397,47
1396,47
1395,47
1394,47
1393,47
1392,47
1391,47
1390,47
1389,47
1388,47
1387,47
1386,47
1385,48
1384,47
1383,47
1382,47
1381,47
1380,47
1379,47
1378,47
1377,47
1376,47
1375,47
1374,47
1373,47
1372,49
1371,48
1370,48
1369,48
1368,48
1367,48
1366,48
1365,48
1364,48
1363,48
1362,48
1361,48
1360,48
1359,48
1358,47
1357,47
1356,47
1355,47
1354,47
1353,47
1352,47
1351,47
1350,47
1349,47
1348,47
1347,47
1346,49
1345,48
1344,48
1343,48
1342,48
1341,48
1340,48
1339,48
1338,49
1337,49
1336,49
1335,49
1334,49
1333,46
1332,45
1331,45
1330,45
1329,45
1328,45
1327,45
1326,45
1325,46
1324,46
1323,46
1322,46
1321,46
1320,49
1319,48
1318,48
1317,48
1316,48
1315,48
1314,48
1313,48
1312,49
1311,49
1310,49
1309,49
1308,49
1307,47
1306,46
1305,46
1304,46
1303,46
1302,46
1301,46
1300,46
1299,47
1298,47
1297,47
1296,47
1295,47
1294,48
1293,47
1292,47
1291,47
1290,47
1289,47
1288,47
1287,47
1286,48
1285,48
1284,48
1283,48
1282,48
1281,48
1280,47
1279,47
1278,47
1277,47
1276,47
1275,47
1274,47
1273,48
1272,48
1271,48
1270,48
1269,48
1268,47
1267,46
1266,46
1265,46
1264,46
1263,46
1262,46
1261,46
1260,47
1259,47
1258,47
1257,47
1256,47
1255,51
1254,48
1253,48
1252,48
1251,48
1250,48
1249,48
1248,48
1247,49
1246,49
1245,49
1244,49
1243,49
1242,50
1241,48
1240,48
1239,48
1238,48
1237,48
1236,48
1235,48
1234,49
1233,49
1232,49
1231,49
1230,49
1229,48
1228,48
1227,48
1226,48
1225,48
1224,48
1223,48
1222,48
1221,49
1220,49
1219,49
1218,49
1217,49
1216,50
1215,50
1214,50
1213,50
1212,50
1211,50
1210,50
1209,50
1208,50
1207,51
1206,51
1205,51
1204,51
1203,51
1202,50
1201,50
1200,50
1199,50
1198,50
1197,50
1196,50
1195,50
1194,50
1193,51
1192,51
1191,51
1190,51
1189,51
1188,54
1187,50
1186,50
1185,50
1184,50
1183,50
1182,50
1181,50
1180,50
1179,50
1178,51
1177,51
1176,51
1175,51
1174,51
1173,54
1172,50
1171,50
1170,50
1169,50
1168,50
1167,50
1166,50
1165,50
1164,51
1163,51
1162,51
1161,52
1160,52
1159,54
1158,52
1157,52
1156,52
1155,52
1154,52
1153,52
1152,52
1151,52
1150,52
1149,52
1148,52
1147,53
1146,53
1145,54
1144,54
1143,54
1142,54
1141,51
1140,51
1139,51
1138,51
1137,51
1136,51
1135,51
1134,51
1133,51
1132,51
1131,51
1130,51
1129,51
1128,54
1127,54
1126,54
1125,54
1124,50
1123,50
1122,50
1121,50
1120,50
1119,50
1118,50
1117,50
1116,50
1115,50
1114,50
1113,50
1112,50
1111,51
1110,51
1109,52
1108,52
1107,47
1106,47
1105,47
1104,47
1103,47
1102,47
1101,47
1100,47
1099,47
1098,47
1097,47
1096,47
1095,47
1094,51
1093,51
1092,51
1091,51
1090,51
1089,43
1088,45
1087,45
1086,45
1085,45
1084,45
1083,45
1082,45
1081,45
1080,45
1079,45
1078,45
1077,45
1076,45
1075,51
1074,51
1073,48
1072,49
1071,48
1070,46
1069,46
1068,45
1067,46
1066,47
1065,46
1064,46
1063,46
1062,46
1061,46
1060,45
1059,45
1058,45
1057,45
1056,45
1055,45
1054,51
1053,51
1052,48
1051,49
1050,48
1049,46
1048,53
1047,48
1046,48
1045,48
1044,48
1043,48
1042,48
1041,49
1040,49
1039,49
1038,48
1037,48
1036,48
1035,48
1034,48
1033,48
1032,46
1031,46
1030,46
1029,45
1028,45
1027,44
1026,44
1025,49
1024,45
1023,45
1022,46
1021,46
1020,46
1019,46
1018,47
1017,47
1016,46
1015,46
1014,46
1013,46
1012,46
1011,46
1010,46
1009,47
1008,47
1007,47
1006,47
1005,43
1004,44
1003,45
1002,46
1001,50
1000,47
999,46
998,46
997,47
996,47
995,47
994,48
993,48
992,48
991,48
990,48
989,48
988,48
987,48
986,48
985,53
984,54
983,45
982,47
981,47
980,47
979,47
978,43
977,44
976,43
975,43
974,47
973,45
972,44
971,44
970,45
969,45
968,45
967,46
966,46
965,46
964,46
963,46
962,46
961,46
960,46
959,46
958,48
957,48
956,51
955,54
954,45
953,47
952,47
951,47
950,47
949,43
948,43
947,43
946,42
945,47
944,46
943,45
942,45
941,46
940,46
939,46
938,46
937,47
936,47
935,47
934,47
933,47
932,47
931,47
930,47
929,50
928,50
927,48
926,48
925,50
924,53
923,45
922,47
921,47
920,47
919,47
918,44
917,44
916,43
915,42
914,47
913,46
912,45
911,44
910,46
909,46
908,46
907,46
906,47
905,47
904,47
903,47
902,47
901,47
900,47
899,47
898,50
897,50
896,50
895,50
894,48
893,48
892,50
891,53
890,45
889,47
888,47
887,47
886,47
885,44
884,44
883,42
882,42
881,47
880,46
879,45
878,44
877,44
876,46
875,46
874,46
873,47
872,47
871,47
870,47
869,47
868,47
867,47
866,47
865,51
864,50
863,50
862,50
861,48
860,48
859,50
858,52
857,45
856,47
855,47
854,47
853,47
852,42
851,43
850,42
849,41
848,46
847,45
846,44
845,43
844,43
843,45
842,45
841,45
840,46
839,46
838,46
837,46
836,46
835,46
834,46
833,46
832,54
831,54
830,52
829,52
828,52
827,50
826,50
825,52
824,52
823,56
822,55
821,51
820,51
819,52
818,51
817,50
816,49
815,49
814,50
813,51
812,51
811,52
810,52
809,52
808,52
807,52
806,52
805,52
804,52
803,51
802,51
801,51
800,51
799,51
798,49
797,49
796,51
795,51
794,60
793,54
792,49
791,49
790,50
789,49
788,48
787,47
786,47
785,48
784,48
783,48
782,49
781,49
780,49
779,49
778,49
777,49
776,49
775,49
774,51
773,51
772,51
771,51
770,51
769,49
768,49
767,51
766,51
765,53
764,49
763,49
762,49
761,48
760,48
759,47
758,47
757,48
756,48
755,48
754,49
753,49
752,49
751,49
750,49
749,49
748,49
747,49
746,50
745,50
744,50
743,50
742,50
741,50
740,48
739,48
738,50
737,50
736,55
735,50
734,50
733,50
732,48
731,49
730,48
729,48
728,49
727,49
726,49
725,50
724,50
723,51
722,51
721,51
720,51
719,51
718,51
717,50
716,50
715,50
714,50
713,50
712,50
711,48
710,48
709,50
708,50
707,50
706,58
705,55
704,51
703,51
702,51
701,49
700,50
699,49
698,49
697,50
696,50
695,50
694,51
693,51
692,52
691,52
690,52
689,52
688,52
687,52
686,50
685,50
684,50
683,50
682,50
681,50
680,48
679,48
678,51
677,51
676,51
675,55
674,55
673,50
672,50
671,50
670,48
669,49
668,48
667,48
666,49
665,49
664,49
663,50
662,50
661,51
660,51
659,51
658,51
657,51
656,51
655,53
654,52
653,49
652,49
651,49
650,49
649,49
648,48
647,52
646,52
645,52
644,52
643,52
642,50
641,50
640,50
639,48
638,49
637,47
636,47
635,48
