"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,509.125000,0,1180,0,184549377,yes,1.000000
5,,52.251351,443.972973,0,1169,0,184549377,yes,1.000000
4,,49.807143,413.071429,0,1151,0,184549377,yes,1.000000
3,,49.362500,443.375000,0,1138,0,184549377,yes,1.000000
2,,13.186111,30.402778,0,758,0,184549377,yes,1.000000
1,,5.052273,7.886364,0,752,0,184549377,yes,1.000000
