"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,466.925000,0,1123,0,184549377,yes,1.000000
5,,52.251351,433.567568,0,1124,0,184549377,yes,1.000000
4,,49.807143,429.321429,0,1119,0,184549377,yes,1.000000
3,,49.362500,402.208333,0,1088,0,184549377,yes,1.000000
2,,13.186111,59.027778,0,786,0,184549377,yes,1.000000
1,,5.052273,12.136364,0,756,0,184549377,yes,1.000000
