"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,7516.41,16.4116,581,75,2830,1071,75,1684,0.378445,0,0,0,1
2,2917.8,17.7963,742,29,2830,1409,29,1392,0.49788,0,0,0,1
3,6918.43,18.4328,582,69,2830,1088,69,1673,0.384452,0,0,0,1
4,1726.74,26.7418,425,17,2830,773,17,2040,0.273145,0,0,0,1
5,2820.57,20.5651,1069,28,2830,2030,28,772,0.717314,0,0,0,1
6,2838.56,38.5589,973,28,2830,1824,28,978,0.644523,0,0,0,1
7,6015.58,15.5791,707,60,2830,1314,60,1456,0.464311,0,0,0,1
8,6434.01,34.0137,915,64,2830,1703,64,1063,0.601767,0,0,0,1
9,5626.34,26.3439,692,56,2830,1288,56,1486,0.455124,0,0,0,1
10,5908.4,8.39557,235,59,2830,398,59,2373,0.140636,0,0,0,1
11,4420.6,20.5971,870,44,2830,1639,44,1147,0.579152,0,0,0,1
12,8425.9,25.8968,567,84,2830,1031,84,1715,0.364311,0,0,0,1
13,5314.51,14.5136,324,53,2830,572,53,2205,0.20212,0,0,0,1
14,5013.56,13.5622,249,50,2830,431,50,2349,0.152297,0,0,0,1
15,4513.85,13.8517,227,45,2830,385,45,2400,0.136042,0,0,0,1
16,3836.94,36.9415,1006,38,2830,1900,38,892,0.671378,0,0,0,1
17,5319.92,19.918,368,53,2830,646,53,2131,0.228269,0,0,0,1
18,5509.01,9.00952,245,55,2830,427,55,2348,0.150883,0,0,0,1
19,5214.47,14.4699,261,52,2830,450,52,2328,0.159011,0,0,0,1
20,5129.67,29.6734,699,51,2830,1293,51,1486,0.45689,0,0,0,1
21,5236.34,36.3432,1133,52,2830,2124,52,654,0.75053,0,0,0,1
22,5819.94,19.9352,518,58,2830,937,58,1835,0.331095,0,0,0,1
23,2739.9,39.8981,1187,27,2830,2248,27,555,0.794346,0,0,0,1
24,7029.15,29.1475,921,70,2830,1717,70,1043,0.606714,0,0,0,1
25,5124.32,24.325,1164,51,2830,2206,51,573,0.779505,0,0,0,1
26,3906.38,6.38325,176,39,2830,311,39,2480,0.109894,0,0,0,1
27,3235.23,35.2252,845,32,2830,1562,32,1236,0.551943,0,0,0,1
28,4730.4,30.3996,981,47,2830,1841,47,942,0.65053,0,0,0,1
29,4632.65,32.648,1048,46,2830,1985,46,799,0.701413,0,0,0,1
30,5616.17,16.1749,378,56,2830,673,56,2101,0.237809,0,0,0,1
31,1943.09,43.0905,1384,19,2830,2623,19,188,0.926855,0,0,0,1
32,8326.88,26.8843,832,83,2830,1539,83,1208,0.543816,0,0,0,1
33,5580.63,15.7297,645,55,2830,1218,55,1557,0.430389,64.8967,0.0194444,1,0.998525
34,8714.76,14.763,408,87,2830,719,87,2024,0.254064,0,0,0,1
35,5313.91,13.9072,405,53,2830,748,53,2029,0.264311,0,0,0,1
36,4811.81,11.814,291,48,2830,526,48,2256,0.185866,0,0,0,1
37,2524.61,24.6136,953,25,2830,1817,25,988,0.642049,0,0,0,1
38,4823.97,23.9712,634,48,2830,1164,48,1618,0.411307,0,0,0,1
39,6499.91,6.76047,314,64,2830,558,64,2208,0.197173,93.1501,0.00681818,1,0.99865
40,4714.04,14.0396,624,47,2830,1161,47,1622,0.410247,0,0,0,1
41,1926.58,26.5811,1188,19,2830,2260,19,551,0.798587,0,0,0,1
42,5914.2,14.2024,359,59,2830,636,59,2135,0.224735,0,0,0,1
43,4625.34,25.3372,869,46,2830,1622,46,1162,0.573145,0,0,0,1
44,4129.47,29.4672,989,41,2830,1857,41,932,0.656184,0,0,0,1
45,4609.91,9.91199,408,46,2830,752,46,2032,0.265724,0,0,0,1
46,4832.78,32.7833,741,48,2830,1386,48,1396,0.489753,0,0,0,1
47,3840.69,40.6877,945,38,2830,1769,38,1023,0.625088,0,0,0,1
48,3026.86,26.8608,515,30,2830,930,30,1870,0.328622,0,0,0,1
49,6912.45,12.4511,355,69,2830,620,69,2141,0.219081,0,0,0,1
50,1023.12,23.1218,354,10,2830,651,10,2169,0.230035,0,0,0,1
51,1742.9,42.9043,1398,17,2830,2655,17,158,0.938163,0,0,0,1
52,4210,10.0046,553,42,2830,1035,42,1753,0.365724,0,0,0,1
53,1639.24,39.2391,1067,16,2830,2018,16,796,0.713074,0,0,0,1
54,9614.2,14.2024,672,96,2830,1220,96,1514,0.431095,0,0,0,1
