"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
55,3019.4,19.4045,665,30,2830,1259,30,1541,0.444876,0,0,0,1
56,5234.48,34.4754,1204,52,2830,2277,52,501,0.804594,0,0,0,1
57,4533.02,33.0228,947,45,2830,1754,45,1031,0.619788,0,0,0,1
58,5103.27,3.26693,132,51,2830,222,51,2557,0.0784452,0,0,0,1
59,5830.37,30.3703,708,58,2830,1313,58,1459,0.463958,0,0,0,1
60,5231.88,31.8767,1173,52,2830,2201,52,577,0.777739,0,0,0,1
61,4726.49,26.4897,541,47,2830,997,47,1786,0.352297,0,0,0,1
62,4113.12,13.1158,443,41,2830,806,41,1983,0.284806,0,0,0,1
63,3531.65,31.6503,1057,35,2830,2014,35,781,0.711661,0,0,0,1
64,5919.23,19.2349,559,59,2830,1023,59,1748,0.361484,0,0,0,1
65,4624.33,24.3258,980,46,2830,1840,46,944,0.650177,0,0,0,1
66,5604.13,4.13382,170,56,2830,281,56,2493,0.0992933,0,0,0,1
67,2533,33.0001,865,25,2830,1630,25,1175,0.575972,0,0,0,1
68,4837.44,37.4405,992,48,2830,1862,48,920,0.657951,0,0,0,1
69,4432.18,32.1846,1175,44,2830,2225,44,561,0.786219,0,0,0,1
70,1624.55,24.5531,1136,16,2830,2165,16,649,0.765018,0,0,0,1
71,2338.15,38.1507,1025,23,2830,1944,23,863,0.686926,0,0,0,1
72,47.9366,47.9366,1490,0,2830,2830,0,0,1,0,0,0,1
73,4136.13,36.1311,1200,41,2830,2262,41,527,0.799293,0,0,0,1
74,8229.98,29.9833,927,82,2830,1715,82,1033,0.606007,0,0,0,1
75,7412.64,12.6397,322,74,2830,555,74,2201,0.196113,0,0,0,1
76,7219,18.9996,671,72,2830,1232,72,1526,0.435336,0,0,0,1
77,3333.42,33.4186,1125,33,2830,2143,33,654,0.757244,0,0,0,1
78,3833.6,33.5983,997,38,2830,1880,38,912,0.664311,0,0,0,1
79,2934.15,34.1469,1014,29,2830,1916,29,885,0.677032,0,0,0,1
80,6320.04,20.0401,618,63,2830,1126,63,1641,0.39788,0,0,0,1
81,6916.33,16.3267,642,69,2830,1190,69,1571,0.420495,0,0,0,1
82,5035.97,35.972,1138,50,2830,2131,50,649,0.753004,0,0,0,1
83,1926.58,26.5811,1188,19,2830,2260,19,551,0.798587,0,0,0,1
84,4031.04,31.044,912,40,2830,1703,40,1087,0.601767,0,0,0,1
85,5208.59,8.59071,366,52,2830,656,52,2122,0.231802,0,0,0,1
86,3221.72,21.7197,522,32,2830,961,32,1837,0.339576,0,0,0,1
87,6618.31,18.3055,355,66,2830,632,66,2132,0.223322,0,0,0,1
88,5526.14,26.1351,729,55,2830,1340,55,1435,0.473498,0,0,0,1
89,2643.76,43.759,1383,26,2830,2612,26,192,0.922968,0,0,0,1
90,6626.52,26.5201,856,66,2830,1606,66,1158,0.567491,0,0,0,1
91,4418.81,18.8075,358,44,2830,647,44,2139,0.228622,0,0,0,1
92,4236.98,36.9763,830,42,2830,1550,42,1238,0.547703,0,0,0,1
93,3239.98,39.9772,1242,32,2830,2336,32,462,0.825442,0,0,0,1
94,4123.5,23.4976,1012,41,2830,1913,41,876,0.675972,0,0,0,1
95,3722.92,22.9217,688,37,2830,1276,37,1517,0.450883,0,0,0,1
96,3121.49,21.4899,869,31,2830,1650,31,1149,0.583039,0,0,0,1
97,5027,27.0025,529,50,2830,975,50,1805,0.344523,0,0,0,1
98,7014.15,14.1521,590,70,2830,1083,70,1677,0.382686,0,0,0,1
99,4417.5,17.5046,502,44,2830,937,44,1849,0.331095,0,0,0,1
100,3836.19,36.1882,1058,38,2830,1984,38,808,0.70106,0,0,0,1
