"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,1.400000,0,74,0,184549377,yes,1.000000
1,,0.780000,0.786667,0,57,0,184549377,yes,1.000000
