"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,1.800000,0,76,0,184549377,yes,1.000000
1,,0.780000,0.826667,0,63,0,184549377,yes,1.000000
