"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,0.727853,0.695853,5,32,474,2,32,440,0.00421941,0,0,0,1
2,0.719078,0.687078,5,32,474,2,32,440,0.00421941,0,0,0,1
3,0.837606,0.794606,6,43,474,1,43,430,0.0021097,0,0,0,1
4,0.722977,0.692977,5,30,474,3,30,441,0.00632911,0,0,0,1
5,0.880462,0.830462,8,50,474,2,50,422,0.00421941,0,0,0,1
6,0.727853,0.695853,5,32,474,2,32,440,0.00421941,0,0,0,1
7,0.828349,0.787349,7,41,474,5,41,428,0.0105485,0,0,0,1
8,0.954423,0.919423,7,35,474,5,35,434,0.0105485,0,0,0,1
9,0.710826,0.678826,5,32,474,1,32,441,0.0021097,0,0,0,1
10,0.710826,0.678826,5,32,474,1,32,441,0.0021097,0,0,0,1
11,0.727853,0.695853,5,32,474,2,32,440,0.00421941,0,0,0,1
12,0.719078,0.687078,5,32,474,2,32,440,0.00421941,0,0,0,1
13,0.964292,0.941292,4,23,474,1,23,450,0.0021097,0,0,0,1
14,0.722977,0.692977,5,30,474,2,30,442,0.00421941,0,0,0,1
15,1.0833,1.0333,9,50,474,3,50,421,0.00632911,0,0,0,1
16,0.719078,0.687078,5,32,474,2,32,440,0.00421941,0,0,0,1
17,0.837606,0.794606,6,43,474,1,43,430,0.0021097,0,0,0,1
18,0.995688,0.948688,9,47,474,7,47,420,0.0147679,0,0,0,1
19,0.723977,0.692977,5,31,474,1,31,442,0.0021097,0,0,0,1
20,1.10491,1.04036,6,31,474,2,31,441,0.00421941,0.0335477,0.0346667,1,0.973631
21,0.727853,0.695853,5,32,474,2,32,440,0.00421941,0,0,0,1
22,0.833002,0.788002,7,45,474,3,45,426,0.00632911,0,0,0,1
23,0.833002,0.788002,7,45,474,3,45,426,0.00632911,0,0,0,1
24,0.828349,0.787349,7,41,474,5,41,428,0.0105485,0,0,0,1
25,0.727853,0.695853,5,32,474,2,32,440,0.00421941,0,0,0,1
26,0.742782,0.707782,5,35,474,0,35,439,0,0,0,0,1
27,0.722977,0.692977,5,30,474,3,30,441,0.00632911,0,0,0,1
28,0.722977,0.692977,5,30,474,2,30,442,0.00421941,0,0,0,1
29,0.737883,0.701883,5,36,474,1,36,437,0.0021097,0,0,0,1
30,0.722977,0.692977,5,30,474,2,30,442,0.00421941,0,0,0,1
31,0.727853,0.695853,5,32,474,2,32,440,0.00421941,0,0,0,1
32,0.722977,0.692977,5,30,474,2,30,442,0.00421941,0,0,0,1
33,0.964292,0.941292,4,23,474,1,23,450,0.0021097,0,0,0,1
34,0.710826,0.678826,5,32,474,1,32,441,0.0021097,0,0,0,1
35,0.725631,0.693631,5,32,474,0,32,442,0,0,0,0,1
36,0.972228,0.934228,7,38,474,3,38,433,0.00632911,0,0,0,1
37,0.710826,0.678826,5,32,474,1,32,441,0.0021097,0,0,0,1
38,1.01236,0.990356,4,22,474,1,22,451,0.0021097,0,0,0,1
