"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.975000,0,48,0,184549377,,1.000000
5,,0.000000,1.648649,0,70,0,184549377,,1.000000
4,,0.000000,1.535714,0,90,0,184549377,,1.000000
3,,0.000000,0.750000,0,117,0,184549377,,1.000000
2,,13.186111,13.597222,0,695,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,694,0,184549377,yes,1.000000
