"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.250000,0,55,0,184549377,,1.000000
5,,0.000000,1.270270,0,74,0,184549377,,1.000000
4,,0.000000,1.607143,0,100,0,184549377,,1.000000
3,,0.000000,0.791667,0,123,0,184549377,,1.000000
2,,13.186111,13.208333,0,708,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,719,0,184549377,yes,1.000000
