"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.600000,0,52,0,184549377,,1.000000
5,,0.000000,1.459459,0,71,0,184549377,,1.000000
4,,0.000000,1.750000,0,99,0,184549377,,1.000000
3,,0.000000,0.750000,0,128,0,184549377,,1.000000
2,,13.186111,13.222222,0,712,0,184549377,yes,1.000000
1,,5.052273,5.090909,0,728,0,184549377,yes,1.000000
