"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.725000,0,51,0,184549377,,1.000000
5,,0.000000,1.081081,0,59,0,184549377,,1.000000
4,,0.000000,1.250000,0,87,0,184549377,,1.000000
3,,0.000000,0.791667,0,118,0,184549377,,1.000000
2,,13.186111,13.722222,0,699,0,184549377,yes,1.000000
1,,5.052273,5.090909,0,703,0,184549377,yes,1.000000
