"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.850000,0,59,0,184549377,,1.000000
5,,0.000000,1.675676,0,82,0,184549377,,1.000000
4,,0.000000,2.000000,0,118,0,184549377,,1.000000
3,,0.000000,0.833333,0,142,0,184549377,,1.000000
2,,13.186111,13.236111,0,684,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,698,0,184549377,yes,1.000000
