"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.775000,0,53,0,184549377,,1.000000
5,,0.000000,1.189189,0,73,0,184549377,,1.000000
4,,0.000000,1.571429,0,105,0,184549377,,1.000000
3,,0.000000,0.583333,0,130,0,184549377,,1.000000
2,,13.186111,13.402778,0,710,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,719,0,184549377,yes,1.000000
