"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.525000,0,61,0,184549377,,1.000000
5,,0.000000,1.135135,0,78,0,184549377,,1.000000
4,,0.000000,1.642857,0,118,0,184549377,,1.000000
3,,0.000000,0.583333,0,148,0,184549377,,1.000000
2,,13.186111,13.347222,0,711,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,737,0,184549377,yes,1.000000
