"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.150000,0,49,0,184549377,,1.000000
5,,0.000000,1.243243,0,64,0,184549377,,1.000000
4,,0.000000,1.464286,0,87,0,184549377,,1.000000
3,,0.000000,0.750000,0,121,0,184549377,,1.000000
2,,13.186111,13.305556,0,694,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,714,0,184549377,yes,1.000000
