"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.675000,0,50,0,184549377,,1.000000
5,,0.000000,1.243243,0,69,0,184549377,,1.000000
4,,0.000000,1.750000,0,99,0,184549377,,1.000000
3,,0.000000,0.666667,0,108,0,184549377,,1.000000
2,,13.186111,13.194444,0,671,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,675,0,184549377,yes,1.000000
