"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.425000,0,54,0,184549377,,1.000000
5,,0.000000,1.054054,0,66,0,184549377,,1.000000
4,,0.000000,1.678571,0,96,0,184549377,,1.000000
3,,0.000000,0.625000,0,114,0,184549377,,1.000000
2,,13.186111,13.208333,0,681,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,686,0,184549377,yes,1.000000
