"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,2.000000,0,58,0,184549377,,1.000000
5,,0.000000,1.675676,0,80,0,184549377,,1.000000
4,,0.000000,1.785714,0,104,0,184549377,,1.000000
3,,0.000000,0.875000,0,123,0,184549377,,1.000000
2,,13.186111,13.250000,0,715,0,184549377,yes,1.000000
1,,5.052273,5.090909,0,726,0,184549377,yes,1.000000
