"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,0.000000,1.550000,0,56,0,184549377,,1.000000
5,,0.000000,1.135135,0,73,0,184549377,,1.000000
4,,0.000000,1.500000,0,101,0,184549377,,1.000000
3,,0.000000,0.625000,0,127,0,184549377,,1.000000
2,,13.186111,13.194444,0,707,0,184549377,yes,1.000000
1,,5.052273,5.090909,0,720,0,184549377,yes,1.000000
