"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,51.650000,0,203,0,184549377,no,0.879336
5,,52.251351,52.297297,0,230,0,184549377,yes,1.000000
4,,49.807143,50.071429,0,252,0,184549377,yes,1.000000
3,,49.362500,53.375000,0,285,0,184549377,yes,1.000000
2,,13.186111,13.236111,0,722,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,732,0,184549377,yes,1.000000
