"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,51.375000,0,208,0,184549377,no,0.874654
5,,52.251351,52.270270,0,223,0,184549377,yes,1.000000
4,,49.807143,50.107143,0,245,0,184549377,yes,1.000000
3,,49.362500,53.708333,0,268,0,184549377,yes,1.000000
2,,13.186111,13.083333,0,689,0,184549377,no,0.992206
1,,5.052273,5.068182,0,691,0,184549377,yes,1.000000
