"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,51.625000,0,208,0,184549377,no,0.878910
5,,52.251351,52.270270,0,223,0,184549377,yes,1.000000
4,,49.807143,50.000000,0,252,0,184549377,yes,1.000000
3,,49.362500,53.000000,0,266,0,184549377,yes,1.000000
2,,13.186111,13.263889,0,731,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,735,0,184549377,yes,1.000000
