"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,5.932125,38.740782,0,761,0,184549377,yes,1.000000
1,,0.853247,6.863095,0,757,0,184549377,yes,1.000000
