"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,51.725000,0,216,0,184549377,no,0.880613
5,,52.251351,52.297297,0,233,0,184549377,yes,1.000000
4,,49.807143,50.071429,0,260,0,184549377,yes,1.000000
3,,49.362500,54.125000,0,285,0,184549377,yes,1.000000
2,,13.186111,13.069444,0,737,0,184549377,no,0.991152
1,,5.052273,5.068182,0,753,0,184549377,yes,1.000000
