"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,51.375000,0,218,0,184549377,no,0.874654
5,,52.251351,52.324324,0,238,0,184549377,yes,1.000000
4,,49.807143,50.035714,0,264,0,184549377,yes,1.000000
3,,49.362500,53.458333,0,274,0,184549377,yes,1.000000
2,,13.186111,12.861111,0,717,0,184549377,no,0.975353
1,,5.052273,5.068182,0,721,0,184549377,yes,1.000000
