"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,51.825000,0,205,0,184549377,no,0.882315
5,,52.251351,52.270270,0,234,0,184549377,yes,1.000000
4,,49.807143,49.785714,0,250,0,184549377,no,0.999570
3,,49.362500,54.458333,0,282,0,184549377,yes,1.000000
2,,13.186111,13.208333,0,682,0,184549377,yes,1.000000
1,,5.052273,5.068182,0,695,0,184549377,yes,1.000000
