"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
36,0.0390394,0.0368429,208,297,2830,232,297,2301,0.0819788,0.00219642,7.7125,1,0.868695
37,0.0366853,0.0344387,214,287,2830,245,287,2298,0.0865724,0.00224669,7.44839,3,0.879336
38,0.0368373,0.0344626,211,309,2830,232,309,2289,0.0819788,0.00237474,8.17616,3,0.863162
39,0.0377212,0.035539,205,294,2830,226,294,2310,0.0798587,0.00218218,7.6625,1,0.869547
40,0.0408406,0.0388791,214,297,2830,240,297,2293,0.0848057,0.00196147,6.8875,1,0.882741
41,0.036981,0.0347151,209,291,2830,236,291,2303,0.0833922,0.00226589,7.8143,3,0.869547
42,0.0367358,0.0345821,205,294,2830,227,294,2309,0.080212,0.0021537,7.5625,1,0.871249
43,0.0424223,0.0405321,212,281,2830,244,281,2305,0.0862191,0.00189027,6.6375,1,0.886997
44,0.0446187,0.0425077,202,281,2830,229,281,2320,0.0809187,0.00211098,7.4125,1,0.873803
45,0.0364186,0.0343697,215,292,2830,245,292,2293,0.0865724,0.00204896,7.19561,2,0.877634
46,0.0372957,0.0353058,208,295,2830,233,295,2302,0.0823322,0.00198995,6.9875,1,0.881039
47,0.0364484,0.0344229,206,299,2830,226,299,2305,0.0798587,0.00202555,7.1125,1,0.87891
48,0.0426132,0.0405999,207,272,2830,240,272,2318,0.0848057,0.00201336,7.07061,2,0.879762
49,0.039837,0.0375624,209,272,2830,245,272,2313,0.0865724,0.00227463,7.55244,3,0.878485
50,0.0372903,0.0349426,213,304,2830,238,304,2288,0.0840989,0.00234776,8.13652,3,0.863588
51,0.0368601,0.0347687,213,290,2830,243,290,2297,0.0858657,0.00209141,7.34764,2,0.875505
52,0.0357644,0.0337175,210,293,2830,235,293,2302,0.0830389,0.0020469,7.1875,1,0.877634
53,0.0399193,0.0378867,210,289,2830,239,289,2302,0.0844523,0.00203267,7.1375,1,0.878485
54,0.0358477,0.0338275,216,287,2830,251,287,2292,0.0886926,0.00202021,7.09764,2,0.879762
55,0.0395579,0.037438,206,276,2830,239,276,2315,0.0844523,0.00211989,7.44764,2,0.873803
56,0.0394844,0.0373999,209,295,2830,233,295,2302,0.0823322,0.00208456,7.32061,2,0.875505
57,0.0371125,0.0349214,206,292,2830,231,292,2307,0.0816254,0.00219108,7.69764,2,0.869547
58,0.0384098,0.0362308,208,268,2830,245,268,2317,0.0865724,0.00217904,7.24561,3,0.882315
59,0.0381137,0.035903,211,289,2830,241,289,2300,0.085159,0.0022107,7.65139,2,0.871249
60,0.0368075,0.0344774,209,296,2830,233,296,2301,0.0823322,0.00233007,7.74028,2,0.874229
61,0.0370733,0.0350193,209,298,2830,234,298,2298,0.0826855,0.00205402,7.2125,1,0.877208
62,0.0354688,0.0333186,214,302,2830,239,302,2289,0.0844523,0.00215019,7.40417,2,0.875931
63,0.0418328,0.0397076,210,299,2830,233,299,2298,0.0823322,0.00212522,7.4625,1,0.872952
64,0.0404301,0.0382675,209,284,2830,239,284,2307,0.0844523,0.00216264,7.46528,2,0.874654
65,0.0376805,0.0353626,210,291,2830,237,291,2302,0.0837456,0.00231788,7.69839,3,0.87508
66,0.0384756,0.0364623,209,295,2830,234,295,2301,0.0826855,0.00201336,7.07061,2,0.879762
67,0.0362363,0.0341324,203,272,2830,234,272,2324,0.0826855,0.00210386,7.3875,1,0.874229
68,0.0422901,0.0399633,203,273,2830,233,273,2324,0.0823322,0.00232679,7.71227,3,0.87508
69,0.0360363,0.0338416,215,309,2830,239,309,2282,0.0844523,0.0021947,7.5643,3,0.873803
70,0.0382896,0.0360772,204,297,2830,225,297,2308,0.0795053,0.00221244,7.77264,2,0.86827
71,0.0361725,0.0340331,202,289,2830,223,289,2318,0.0787986,0.00213946,7.5125,1,0.8721
72,0.0354239,0.0333164,212,293,2830,241,293,2296,0.085159,0.00210747,7.25417,2,0.878485
73,0.0366762,0.0345474,214,285,2830,248,285,2297,0.0876325,0.00212883,7.32917,2,0.877208
74,0.0371615,0.0350648,210,315,2830,226,315,2289,0.0798587,0.00209674,7.3625,1,0.874654
75,0.0400304,0.0377109,207,302,2830,228,302,2300,0.0805654,0.00231955,8.0345,3,0.864865
76,0.0406469,0.0385146,209,292,2830,237,292,2301,0.0837456,0.00213234,7.4875,1,0.872526
77,0.0378991,0.0357151,208,293,2830,236,293,2301,0.0833922,0.002184,7.56152,3,0.873377
78,0.0357455,0.0336396,209,293,2830,235,293,2302,0.0830389,0.00210592,7.39561,2,0.874229
79,0.0389316,0.0368704,210,294,2830,237,294,2299,0.0837456,0.00206114,7.2375,1,0.876782
80,0.0397776,0.0375238,215,292,2830,245,292,2293,0.0865724,0.00225381,7.47339,3,0.87891
81,0.038587,0.0366021,205,295,2830,227,295,2308,0.080212,0.00198488,6.97061,2,0.881464
82,0.0359307,0.0337358,211,288,2830,240,288,2302,0.0848057,0.00219496,7.56227,3,0.873377
83,0.0407373,0.038466,212,289,2830,242,289,2299,0.0855124,0.00227132,7.55139,2,0.877208
84,0.0412628,0.0392942,208,294,2830,232,294,2304,0.0819788,0.00196859,6.9125,1,0.882315
85,0.0367253,0.0346336,207,297,2830,229,297,2304,0.0809187,0.00209168,7.34561,2,0.87508
86,0.037079,0.0349164,207,288,2830,235,288,2307,0.0830389,0.00216261,7.59764,2,0.871249
87,0.035621,0.0331558,204,298,2830,225,298,2307,0.0795053,0.00246524,8.5143,3,0.857629
88,0.0440058,0.0418467,207,286,2830,234,286,2310,0.0826855,0.0021591,7.41806,2,0.875931
89,0.0358513,0.0338328,213,287,2830,243,287,2300,0.0858657,0.00201843,7.0875,1,0.879336
90,0.0423202,0.0402783,210,292,2830,238,292,2300,0.0840989,0.00204184,7.17061,2,0.878059
91,0.0366951,0.0345431,212,282,2830,245,282,2303,0.0865724,0.00215198,7.4143,3,0.876357
92,0.0360751,0.0341013,209,269,2830,249,269,2312,0.0879859,0.00197377,6.93393,2,0.882315
93,0.0382055,0.0360802,211,289,2830,241,289,2300,0.085159,0.00212526,7.35139,2,0.876357
94,0.0361504,0.0341156,208,297,2830,231,297,2302,0.0816254,0.00203472,7.14561,2,0.878485
95,0.0361532,0.0341614,211,294,2830,237,294,2299,0.0837456,0.00199173,6.99764,2,0.881464
96,0.0357422,0.0337594,215,287,2830,248,287,2295,0.0876325,0.00198283,6.9625,1,0.881464
97,0.0448163,0.0425718,218,307,2830,245,307,2278,0.0865724,0.00224453,7.7393,3,0.870824
98,0.035822,0.0338941,210,290,2830,240,290,2300,0.0848057,0.00192793,6.77061,2,0.884869
99,0.0375274,0.0352416,213,289,2830,244,289,2297,0.0862191,0.00228583,7.62061,3,0.875931
100,0.042947,0.0409997,213,286,2830,246,286,2298,0.0869258,0.00194723,6.8375,1,0.883592
