"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,0.0467348,0.0444329,213,290,2830,243,290,2297,0.0858657,0.00230186,7.6595,3,0.875505
2,0.0453877,0.0433195,208,298,2830,232,298,2300,0.0819788,0.00206826,7.2625,1,0.876357
3,0.0364956,0.0342067,209,292,2830,233,292,2305,0.0823322,0.00228897,8.0375,1,0.863162
4,0.0402752,0.0379807,213,287,2830,245,287,2298,0.0865724,0.00229447,7.61528,2,0.876357
5,0.0375375,0.0354746,204,279,2830,235,279,2316,0.0830389,0.00206293,7.24764,2,0.877208
6,0.0357814,0.0336953,211,282,2830,243,282,2305,0.0858657,0.00208611,7.17917,2,0.879762
7,0.0401782,0.0381063,215,285,2830,249,285,2296,0.0879859,0.00207188,7.12917,2,0.880613
8,0.0400828,0.0379768,212,295,2830,240,295,2295,0.0848057,0.00210592,7.39561,2,0.874229
9,0.0420731,0.0398033,207,289,2830,234,289,2307,0.0826855,0.00226981,7.58172,3,0.876357
10,0.0396612,0.037698,206,277,2830,238,277,2315,0.0840989,0.00196325,6.89764,2,0.883167
11,0.0363377,0.0341036,214,302,2830,241,302,2287,0.085159,0.00223407,7.84561,2,0.866567
12,0.0363722,0.034352,212,283,2830,246,283,2301,0.0869258,0.00202021,7.09764,2,0.879762
13,0.0384159,0.0361891,212,289,2830,240,289,2301,0.0848057,0.00222682,7.4125,2,0.879336
14,0.0362383,0.03409,206,298,2830,226,298,2306,0.0798587,0.00214837,7.54764,2,0.8721
15,0.0355716,0.0333787,206,279,2830,237,279,2314,0.0837456,0.00219291,7.55417,2,0.873377
16,0.0394133,0.0373877,208,285,2830,236,285,2309,0.0833922,0.00202555,7.1125,1,0.87891
17,0.0358568,0.0337511,208,288,2830,235,288,2307,0.0830389,0.00210565,7.39764,2,0.874654
18,0.038472,0.0362542,207,313,2830,222,313,2295,0.0784452,0.00221778,7.7875,1,0.867419
19,0.0362995,0.0340476,209,302,2830,230,302,2298,0.0812721,0.00225192,7.76227,3,0.869972
20,0.037496,0.0351909,209,292,2830,235,292,2303,0.0830389,0.00230514,7.6875,2,0.874654
21,0.0401029,0.0380132,207,285,2830,237,285,2308,0.0837456,0.00208962,7.3375,1,0.87508
22,0.0361077,0.0341727,213,288,2830,245,288,2297,0.0865724,0.00193505,6.79561,2,0.884443
23,0.0367188,0.0346363,207,279,2830,237,279,2314,0.0837456,0.0020825,7.3125,1,0.875505
24,0.037143,0.0351797,212,290,2830,241,290,2299,0.085159,0.00196325,6.89764,2,0.883167
25,0.041224,0.039232,209,298,2830,234,298,2298,0.0826855,0.001992,6.99561,2,0.881039
26,0.0401579,0.0380057,205,283,2830,233,283,2314,0.0823322,0.0021522,7.55116,3,0.871675
27,0.0421615,0.0400238,213,294,2830,243,294,2293,0.0858657,0.00213774,7.34306,2,0.877208
28,0.0388366,0.0364493,207,297,2830,229,297,2304,0.0809187,0.00238729,7.9595,3,0.870398
29,0.0405693,0.0385345,210,294,2830,236,294,2300,0.0833922,0.00203472,7.14561,2,0.878485
30,0.0371953,0.0349152,208,294,2830,234,294,2302,0.0826855,0.00228013,7.8643,3,0.868695
31,0.0390047,0.0370055,210,287,2830,238,287,2305,0.0840989,0.00199912,7.02061,2,0.880613
32,0.0401866,0.0380024,210,295,2830,238,295,2297,0.0840989,0.00218423,7.67061,2,0.869547
33,0.0358766,0.0337371,207,291,2830,233,291,2306,0.0823322,0.00213946,7.5125,1,0.8721
34,0.0368231,0.0345696,206,296,2830,229,296,2305,0.0809187,0.00225341,7.80139,2,0.868695
35,0.0415951,0.0395568,217,306,2830,244,306,2280,0.0862191,0.00203828,7.15116,3,0.878485
