,effort,latitude,longitude,geometry,labels
365,2.7860146092585746e-08,9360000.0,517000.0,POINT (517000 9360000),366
366,2.7213745231090016e-08,9360000.0,517500.0,POINT (517500 9360000),367
367,1.492488558963934e-08,9360000.0,518000.0,POINT (518000 9360000),368
368,1.6510965084645862e-08,9360000.0,518500.0,POINT (518500 9360000),369
369,2.0580408363159117e-08,9360000.0,519000.0,POINT (519000 9360000),370
370,7.321686722042464e-09,9360000.0,519500.0,POINT (519500 9360000),371
371,7.545363996700943e-09,9360000.0,520000.0,POINT (520000 9360000),372
372,7.545363996700943e-09,9360000.0,520500.0,POINT (520500 9360000),373
373,7.512345357258111e-09,9360000.0,521000.0,POINT (521000 9360000),374
374,2.0864209859071074e-09,9360000.0,521500.0,POINT (521500 9360000),375
375,2.0864209859071074e-09,9360000.0,522000.0,POINT (522000 9360000),376
376,1.2567149353133135e-09,9360000.0,522500.0,POINT (522500 9360000),377
377,8.014323146459917e-08,9360000.0,523000.0,POINT (523000 9360000),378
378,2.900243919939718e-08,9360000.0,523500.0,POINT (523500 9360000),379
379,1.6315742737051836e-08,9360000.0,525000.0,POINT (525000 9360000),380
380,3.263148547410367e-08,9360000.0,525500.0,POINT (525500 9360000),381
381,1.2226489716686407e-08,9360000.0,526000.0,POINT (526000 9360000),382
382,5.5335528970607234e-08,9360000.0,526500.0,POINT (526500 9360000),383
383,1.083888698326599e-07,9360000.0,527000.0,POINT (527000 9360000),384
384,6.463359574950528e-08,9360000.0,527500.0,POINT (527500 9360000),385
385,2.8041240488921257e-08,9360000.0,528000.0,POINT (528000 9360000),386
386,2.3434247150819073e-08,9360000.0,528500.0,POINT (528500 9360000),387
387,5.027487753301589e-08,9360000.0,529000.0,POINT (529000 9360000),388
388,3.717953873529446e-08,9360000.0,529500.0,POINT (529500 9360000),389
389,8.506866672804796e-09,9360000.0,530000.0,POINT (530000 9360000),390
390,5.9812870269622255e-09,9360000.0,530500.0,POINT (530500 9360000),391
391,3.7497610605345394e-08,9360000.0,531000.0,POINT (531000 9360000),392
392,4.7993416127534255e-08,9360000.0,531500.0,POINT (531500 9360000),393
393,4.405306267835833e-08,9360000.0,532000.0,POINT (532000 9360000),394
394,1.595279358886244e-08,9359500.0,514000.0,POINT (514000 9359500),395
395,1.595279358886244e-08,9359500.0,514500.0,POINT (514500 9359500),396
396,1.595279358886244e-08,9359500.0,515000.0,POINT (515000 9359500),397
397,1.595279358886244e-08,9359500.0,515500.0,POINT (515500 9359500),398
398,2.2217985610183152e-08,9359500.0,516000.0,POINT (516000 9359500),399
399,2.6763301981446898e-08,9359500.0,516500.0,POINT (516500 9359500),400
400,2.66114602476781e-08,9359500.0,517000.0,POINT (517000 9359500),401
401,2.757755785244108e-08,9359500.0,517500.0,POINT (517500 9359500),402
402,1.49860296997195e-08,9359500.0,518000.0,POINT (518000 9359500),403
403,2.0580408363159117e-08,9359500.0,518500.0,POINT (518500 9359500),404
404,2.0580408363159117e-08,9359500.0,519000.0,POINT (519000 9359500),405
405,7.667196155018811e-09,9359500.0,519500.0,POINT (519500 9359500),406
406,7.545363996700943e-09,9359500.0,520000.0,POINT (520000 9359500),407
407,7.545363996700943e-09,9359500.0,520500.0,POINT (520500 9359500),408
408,7.512345357258111e-09,9359500.0,521000.0,POINT (521000 9359500),409
409,2.805797138837562e-08,9359500.0,521500.0,POINT (521500 9359500),410
410,2.805797138837562e-08,9359500.0,522000.0,POINT (522000 9359500),411
411,1.2567149353133135e-09,9359500.0,522500.0,POINT (522500 9359500),412
412,8.014323146459917e-08,9359500.0,523000.0,POINT (523000 9359500),413
413,2.3361851477798745e-08,9359500.0,523500.0,POINT (523500 9359500),414
414,8.94780042622809e-09,9359500.0,525500.0,POINT (525500 9359500),415
415,1.2226489716686407e-08,9359500.0,526000.0,POINT (526000 9359500),416
416,2.519757797086221e-08,9359500.0,526500.0,POINT (526500 9359500),417
417,1.0683611720731489e-07,9359500.0,527000.0,POINT (527000 9359500),418
418,6.367390216185955e-08,9359500.0,527500.0,POINT (527500 9359500),419
419,2.6799373493142946e-08,9359500.0,528000.0,POINT (528000 9359500),420
420,1.3501895423663858e-08,9359500.0,528500.0,POINT (528500 9359500),421
421,4.356471993746668e-08,9359500.0,529000.0,POINT (529000 9359500),422
422,4.806811663431758e-08,9359500.0,529500.0,POINT (529500 9359500),423
423,3.041127986912079e-08,9359500.0,530000.0,POINT (530000 9359500),424
424,8.93498464091753e-09,9359500.0,530500.0,POINT (530500 9359500),425
425,6.245252081043445e-09,9359500.0,531000.0,POINT (531000 9359500),426
426,3.7497610605345394e-08,9359500.0,531500.0,POINT (531500 9359500),427
427,2.3953178601284287e-07,9359500.0,532000.0,POINT (532000 9359500),428
428,1.3013785607506308e-08,9359000.0,514000.0,POINT (514000 9359000),429
429,1.595279358886244e-08,9359000.0,514500.0,POINT (514500 9359000),430
430,1.4581819523794466e-08,9359000.0,515000.0,POINT (515000 9359000),431
431,1.3210845458726495e-08,9359000.0,515500.0,POINT (515500 9359000),432
432,1.9476037480047205e-08,9359000.0,516000.0,POINT (516000 9359000),433
433,2.470684088384494e-08,9359000.0,516500.0,POINT (516500 9359000),434
434,2.7094509050059592e-08,9359000.0,517000.0,POINT (517000 9359000),435
435,2.757755785244108e-08,9359000.0,517500.0,POINT (517500 9359000),436
436,1.5161973010884048e-08,9359000.0,518000.0,POINT (518000 9359000),437
437,1.3615584398231686e-08,9359000.0,518500.0,POINT (518500 9359000),438
438,1.1253213669869101e-08,9359000.0,519000.0,POINT (519000 9359000),439
439,8.134993808155479e-09,9359000.0,519500.0,POINT (519500 9359000),440
440,7.545363996700943e-09,9359000.0,520000.0,POINT (520000 9359000),441
441,7.545363996700943e-09,9359000.0,520500.0,POINT (520500 9359000),442
442,2.049812055849237e-08,9359000.0,521000.0,POINT (521000 9359000),443
443,2.805797138837562e-08,9359000.0,521500.0,POINT (521500 9359000),444
444,2.805797138837562e-08,9359000.0,522000.0,POINT (522000 9359000),445
445,1.2363722205885492e-09,9359000.0,522500.0,POINT (522500 9359000),446
446,8.014323146459917e-08,9359000.0,523000.0,POINT (523000 9359000),447
447,2.3114686596223422e-08,9359000.0,523500.0,POINT (523500 9359000),448
448,2.633096859007236e-10,9359000.0,525500.0,POINT (525500 9359000),449
449,3.8465514868737726e-09,9359000.0,526000.0,POINT (526000 9359000),450
450,1.2226489716686407e-08,9359000.0,526500.0,POINT (526500 9359000),451
451,1.0683611720731489e-07,9359000.0,527000.0,POINT (527000 9359000),452
452,3.566058970778803e-08,9359000.0,527500.0,POINT (527500 9359000),453
453,3.2555084457098004e-08,9359000.0,528000.0,POINT (528000 9359000),454
454,6.907905153964059e-09,9359000.0,528500.0,POINT (528500 9359000),455
455,2.1978466240581074e-08,9359000.0,529000.0,POINT (529000 9359000),456
456,5.112632710075217e-08,9359000.0,529500.0,POINT (529500 9359000),457
457,2.1751012057089685e-07,9359000.0,530000.0,POINT (530000 9359000),458
458,1.6282149406668086e-08,9359000.0,530500.0,POINT (530500 9359000),459
459,1.6851775800104316e-08,9359000.0,531000.0,POINT (531000 9359000),460
460,5.811765703383387e-09,9359000.0,531500.0,POINT (531500 9359000),461
461,2.4024019525125015e-07,9359000.0,532000.0,POINT (532000 9359000),462
462,8.223545639200247e-10,9358500.0,514000.0,POINT (514000 9358500),463
463,1.3210845458726495e-08,9358500.0,514500.0,POINT (514500 9358500),464
464,1.3210845458726495e-08,9358500.0,515000.0,POINT (515000 9358500),465
465,8.486104002001326e-09,9358500.0,515500.0,POINT (515500 9358500),466
466,8.486104002001326e-09,9358500.0,516000.0,POINT (516000 9358500),467
467,1.863148132490583e-08,9358500.0,516500.0,POINT (516500 9358500),468
468,1.8128074938990744e-08,9358500.0,517000.0,POINT (517000 9358500),469
469,1.8128074938990744e-08,9358500.0,517500.0,POINT (517500 9358500),470
470,8.540251484193599e-09,9358500.0,518000.0,POINT (518000 9358500),471
471,1.1253213669869101e-08,9358500.0,518500.0,POINT (518500 9358500),472
472,1.1253213669869101e-08,9358500.0,519000.0,POINT (519000 9358500),473
473,8.134993808155479e-09,9358500.0,519500.0,POINT (519500 9358500),474
474,7.667652216861266e-09,9358500.0,520000.0,POINT (520000 9358500),475
475,7.545363996700943e-09,9358500.0,520500.0,POINT (520500 9358500),476
476,2.049812055849237e-08,9358500.0,521000.0,POINT (521000 9358500),477
477,2.805797138837562e-08,9358500.0,521500.0,POINT (521500 9358500),478
478,2.7574922585994127e-08,9358500.0,522000.0,POINT (522000 9358500),479
479,2.986893503345772e-08,9358500.0,522500.0,POINT (522500 9358500),480
480,8.014323146459917e-08,9358500.0,523000.0,POINT (523000 9358500),481
481,1.896581879883969e-08,9358500.0,523500.0,POINT (523500 9358500),482
482,0.0,9358500.0,526000.0,POINT (526000 9358500),483
483,3.319932115072325e-09,9358500.0,526500.0,POINT (526500 9358500),484
484,5.597852441269774e-08,9358500.0,527000.0,POINT (527000 9358500),485
485,8.759828273375388e-08,9358500.0,527500.0,POINT (527500 9358500),486
486,8.167250845839472e-08,9358500.0,528000.0,POINT (528000 9358500),487
487,5.483276231422517e-08,9358500.0,528500.0,POINT (528500 9358500),488
488,1.0095977652559472e-08,9358500.0,529000.0,POINT (529000 9358500),489
489,1.864178394304223e-07,9358500.0,529500.0,POINT (529500 9358500),490
490,2.2684996963022056e-07,9358500.0,530000.0,POINT (530000 9358500),491
491,2.299230700221729e-08,9358500.0,530500.0,POINT (530500 9358500),492
492,1.7236686472065785e-08,9358500.0,531000.0,POINT (531000 9358500),493
493,1.1232013115278817e-08,9358500.0,531500.0,POINT (531500 9358500),494
494,2.408759778914759e-07,9358500.0,532000.0,POINT (532000 9358500),495
495,8.223545639200247e-10,9358000.0,514000.0,POINT (514000 9358000),496
496,1.5571065592590577e-09,9358000.0,514500.0,POINT (514500 9358000),497
497,3.7613625452761555e-09,9358000.0,515000.0,POINT (515000 9358000),498
498,3.7613625452761555e-09,9358000.0,515500.0,POINT (515500 9358000),499
499,3.7613625452761555e-09,9358000.0,516000.0,POINT (516000 9358000),500
500,2.1243401596172218e-08,9358000.0,516500.0,POINT (516500 9358000),501
501,1.9929858697785906e-08,9358000.0,517000.0,POINT (517000 9358000),502
502,1.9929858697785906e-08,9358000.0,517500.0,POINT (517500 9358000),503
503,1.4856781187459427e-08,9358000.0,518000.0,POINT (518000 9358000),504
504,1.4856781187459427e-08,9358000.0,518500.0,POINT (518500 9358000),505
505,1.4856781187459427e-08,9358000.0,519000.0,POINT (519000 9358000),506
506,1.1738561325745806e-08,9358000.0,519500.0,POINT (519500 9358000),507
507,7.667652216861266e-09,9358000.0,520000.0,POINT (520000 9358000),508
508,7.545363996700943e-09,9358000.0,520500.0,POINT (520500 9358000),509
509,2.049812055849237e-08,9358000.0,521000.0,POINT (521000 9358000),510
510,2.805797138837562e-08,9358000.0,521500.0,POINT (521500 9358000),511
511,2.7091873783612637e-08,9358000.0,522000.0,POINT (522000 9358000),512
512,2.986893503345772e-08,9358000.0,522500.0,POINT (522500 9358000),513
513,8.014323146459917e-08,9358000.0,523000.0,POINT (523000 9358000),514
514,7.684643355642816e-09,9358000.0,523500.0,POINT (523500 9358000),515
515,5.4704049487838465e-08,9358000.0,527000.0,POINT (527000 9358000),516
516,8.961521916435225e-08,9358000.0,527500.0,POINT (527500 9358000),517
517,6.851394962123486e-08,9358000.0,528000.0,POINT (528000 9358000),518
518,8.66517445583353e-09,9358000.0,528500.0,POINT (528500 9358000),519
519,8.382031152840184e-09,9358000.0,529000.0,POINT (529000 9358000),520
520,3.681170846754218e-07,9358000.0,529500.0,POINT (529500 9358000),521
521,1.354608548356374e-07,9358000.0,530000.0,POINT (530000 9358000),522
522,1.6534245904907965e-08,9358000.0,530500.0,POINT (530500 9358000),523
523,1.7364990029386277e-08,9358000.0,531000.0,POINT (531000 9358000),524
524,1.1232013115278817e-08,9358000.0,531500.0,POINT (531500 9358000),525
525,2.3839403230390335e-07,9358000.0,532000.0,POINT (532000 9358000),526
526,3.1201825996167088e-09,9357500.0,514000.0,POINT (514000 9357500),527
527,3.1201825996167088e-09,9357500.0,514500.0,POINT (514500 9357500),528
528,6.059190580972839e-09,9357500.0,515000.0,POINT (515000 9357500),529
529,4.662254424673737e-09,9357500.0,515500.0,POINT (515500 9357500),530
530,7.364930062866483e-09,9357500.0,516000.0,POINT (516000 9357500),531
531,2.370455283317422e-08,9357500.0,516500.0,POINT (516500 9357500),532
532,2.173164245658107e-08,9357500.0,517000.0,POINT (517000 9357500),533
533,2.173164245658107e-08,9357500.0,517500.0,POINT (517500 9357500),534
534,1.4856781187459427e-08,9357500.0,518000.0,POINT (518000 9357500),535
535,1.4856781187459427e-08,9357500.0,518500.0,POINT (518500 9357500),536
536,1.3297671256602616e-08,9357500.0,519000.0,POINT (519000 9357500),537
537,1.1738561325745806e-08,9357500.0,519500.0,POINT (519500 9357500),538
538,7.667652216861266e-09,9357500.0,520000.0,POINT (520000 9357500),539
539,7.528854676979526e-09,9357500.0,520500.0,POINT (520500 9357500),540
540,2.049812055849237e-08,9357500.0,521000.0,POINT (521000 9357500),541
541,2.805797138837562e-08,9357500.0,521500.0,POINT (521500 9357500),542
542,2.7091873783612637e-08,9357500.0,522000.0,POINT (522000 9357500),543
543,2.986893503345772e-08,9357500.0,522500.0,POINT (522500 9357500),544
544,5.758088057820542e-08,9357500.0,523000.0,POINT (523000 9357500),545
545,7.526765879409276e-09,9357500.0,523500.0,POINT (523500 9357500),546
546,0.0,9357500.0,525500.0,POINT (525500 9357500),547
547,0.0,9357500.0,526500.0,POINT (526500 9357500),548
548,0.0,9357500.0,527000.0,POINT (527000 9357500),549
549,2.4558712000648353e-08,9357500.0,527500.0,POINT (527500 9357500),550
550,0.0,9357500.0,528000.0,POINT (528000 9357500),551
551,6.914292681799523e-07,9357500.0,528500.0,POINT (528500 9357500),552
552,1.4241844971068416e-08,9357500.0,529000.0,POINT (529000 9357500),553
553,6.492792729125701e-07,9357500.0,529500.0,POINT (529500 9357500),554
554,8.387160359274651e-08,9357500.0,530000.0,POINT (530000 9357500),555
555,4.627326178452287e-08,9357500.0,530500.0,POINT (530500 9357500),556
556,1.7364990029386277e-08,9357500.0,531000.0,POINT (531000 9357500),557
557,6.594589499944945e-09,9357500.0,531500.0,POINT (531500 9357500),558
558,2.3548814945221166e-07,9357500.0,532000.0,POINT (532000 9357500),559
559,3.1201825996167088e-09,9357000.0,514000.0,POINT (514000 9357000),560
560,3.1201825996167088e-09,9357000.0,514500.0,POINT (514500 9357000),561
561,7.860974339768003e-09,9357000.0,515000.0,POINT (515000 9357000),562
562,9.662758098563167e-09,9357000.0,515500.0,POINT (515500 9357000),563
563,9.088301089638995e-09,9357000.0,516000.0,POINT (516000 9357000),564
564,2.370455283317422e-08,9357000.0,516500.0,POINT (516500 9357000),565
565,2.173164245658107e-08,9357000.0,517000.0,POINT (517000 9357000),566
566,2.173164245658107e-08,9357000.0,517500.0,POINT (517500 9357000),567
567,1.4856781187459427e-08,9357000.0,518000.0,POINT (518000 9357000),568
568,1.4856781187459427e-08,9357000.0,518500.0,POINT (518500 9357000),569
569,1.1738561325745806e-08,9357000.0,519000.0,POINT (519000 9357000),570
570,1.1738561325745806e-08,9357000.0,519500.0,POINT (519500 9357000),571
571,7.667652216861266e-09,9357000.0,520000.0,POINT (520000 9357000),572
572,7.528854676979526e-09,9357000.0,520500.0,POINT (520500 9357000),573
573,3.348389575972662e-08,9357000.0,521000.0,POINT (521000 9357000),574
574,2.7091873783612637e-08,9357000.0,521500.0,POINT (521500 9357000),575
575,2.7091873783612637e-08,9357000.0,522000.0,POINT (522000 9357000),576
576,2.986893503345772e-08,9357000.0,522500.0,POINT (522500 9357000),577
577,1.0476040117119234e-07,9357000.0,523000.0,POINT (523000 9357000),578
578,3.0447963041008423e-09,9357000.0,523500.0,POINT (523500 9357000),579
579,0.0,9357000.0,525500.0,POINT (525500 9357000),580
580,0.0,9357000.0,526500.0,POINT (526500 9357000),581
581,0.0,9357000.0,527000.0,POINT (527000 9357000),582
582,0.0,9357000.0,527500.0,POINT (527500 9357000),583
583,6.870356675059388e-07,9357000.0,528500.0,POINT (528500 9357000),584
584,5.644026427218757e-08,9357000.0,529000.0,POINT (529000 9357000),585
585,8.98736379573175e-08,9357000.0,529500.0,POINT (529500 9357000),586
586,7.705087800492412e-08,9357000.0,530000.0,POINT (530000 9357000),587
587,3.63039951658722e-08,9357000.0,530500.0,POINT (530500 9357000),588
588,1.5847656734358884e-08,9357000.0,531000.0,POINT (531000 9357000),589
589,1.4423191627970879e-08,9357000.0,531500.0,POINT (531500 9357000),590
590,1.1670727771397772e-07,9357000.0,532000.0,POINT (532000 9357000),591
591,3.1201825996167088e-09,9356500.0,514000.0,POINT (514000 9356500),592
592,3.1201825996167088e-09,9356500.0,514500.0,POINT (514500 9356500),593
593,6.059190580972839e-09,9356500.0,515000.0,POINT (515000 9356500),594
594,9.662758098563167e-09,9356500.0,515500.0,POINT (515500 9356500),595
595,9.662758098563167e-09,9356500.0,516000.0,POINT (516000 9356500),596
596,2.2948847487189406e-08,9356500.0,516500.0,POINT (516500 9356500),597
597,2.173164245658107e-08,9356500.0,517000.0,POINT (517000 9356500),598
598,2.1789042057123264e-08,9356500.0,517500.0,POINT (517500 9356500),599
599,1.4856781187459427e-08,9356500.0,518000.0,POINT (518000 9356500),600
600,1.4856781187459427e-08,9356500.0,518500.0,POINT (518500 9356500),601
601,1.1738561325745806e-08,9356500.0,519000.0,POINT (519000 9356500),602
602,1.1738561325745806e-08,9356500.0,519500.0,POINT (519500 9356500),603
603,7.667652216861266e-09,9356500.0,520000.0,POINT (520000 9356500),604
604,7.520600017118819e-09,9356500.0,520500.0,POINT (520500 9356500),605
605,3.2127414666888865e-08,9356500.0,521000.0,POINT (521000 9356500),606
606,2.7091873783612637e-08,9356500.0,521500.0,POINT (521500 9356500),607
607,2.7091873783612637e-08,9356500.0,522000.0,POINT (522000 9356500),608
608,5.8386698645242497e-08,9356500.0,522500.0,POINT (522500 9356500),609
609,7.612783835832318e-08,9356500.0,523000.0,POINT (523000 9356500),610
610,6.547188246000582e-08,9356500.0,523500.0,POINT (523500 9356500),611
611,0.0,9356500.0,525500.0,POINT (525500 9356500),612
612,0.0,9356500.0,526000.0,POINT (526000 9356500),613
613,0.0,9356500.0,526500.0,POINT (526500 9356500),614
614,0.0,9356500.0,527000.0,POINT (527000 9356500),615
615,0.0,9356500.0,527500.0,POINT (527500 9356500),616
616,5.534382828679717e-07,9356500.0,528000.0,POINT (528000 9356500),617
617,8.84395987150378e-07,9356500.0,528500.0,POINT (528500 9356500),618
618,6.86988974703951e-08,9356500.0,529000.0,POINT (529000 9356500),619
619,8.939318207252042e-08,9356500.0,529500.0,POINT (529500 9356500),620
620,5.036591673051225e-08,9356500.0,530000.0,POINT (530000 9356500),621
621,9.193725219165554e-09,9356500.0,530500.0,POINT (530500 9356500),622
622,3.757490618492344e-09,9356500.0,531000.0,POINT (531000 9356500),623
623,4.272594465297382e-08,9356500.0,531500.0,POINT (531500 9356500),624
624,3.1201825996167088e-09,9356000.0,514000.0,POINT (514000 9356000),625
625,3.1201825996167088e-09,9356000.0,514500.0,POINT (514500 9356000),626
626,6.059190580972839e-09,9356000.0,515000.0,POINT (515000 9356000),627
627,9.662758098563167e-09,9356000.0,515500.0,POINT (515500 9356000),628
628,1.1026781520809182e-08,9356000.0,516000.0,POINT (516000 9356000),629
629,2.4097761505037745e-08,9356000.0,516500.0,POINT (516500 9356000),630
630,2.1490118055390327e-08,9356000.0,517000.0,POINT (517000 9356000),631
631,2.190384125820765e-08,9356000.0,517500.0,POINT (517500 9356000),632
632,1.4856781187459427e-08,9356000.0,518000.0,POINT (518000 9356000),633
633,1.4856781187459427e-08,9356000.0,518500.0,POINT (518500 9356000),634
634,1.1738561325745806e-08,9356000.0,519000.0,POINT (519000 9356000),635
635,1.1738561325745806e-08,9356000.0,519500.0,POINT (519500 9356000),636
636,7.667652216861266e-09,9356000.0,520000.0,POINT (520000 9356000),637
637,7.512345357258111e-09,9356000.0,520500.0,POINT (520500 9356000),638
638,2.8448354876450386e-08,9356000.0,521000.0,POINT (521000 9356000),639
639,2.7091873783612637e-08,9356000.0,521500.0,POINT (521500 9356000),640
640,2.790258516663583e-08,9356000.0,522000.0,POINT (522000 9356000),641
641,6.183278634339715e-08,9356000.0,522500.0,POINT (522500 9356000),642
642,8.151596913623992e-08,9356000.0,523000.0,POINT (523000 9356000),643
643,6.493458424868049e-08,9356000.0,523500.0,POINT (523500 9356000),644
644,0.0,9356000.0,526000.0,POINT (526000 9356000),645
645,0.0,9356000.0,526500.0,POINT (526500 9356000),646
646,4.9151748936635495e-08,9356000.0,527000.0,POINT (527000 9356000),647
647,1.9637815301211753e-07,9356000.0,528000.0,POINT (528000 9356000),648
648,1.976169267590802e-07,9356000.0,528500.0,POINT (528500 9356000),649
649,9.057549013160296e-08,9356000.0,529000.0,POINT (529000 9356000),650
650,1.3058205228771457e-07,9356000.0,529500.0,POINT (529500 9356000),651
651,1.539009188628635e-08,9356000.0,530000.0,POINT (530000 9356000),652
652,1.0483626347402944e-09,9356000.0,530500.0,POINT (530500 9356000),653
653,4.198322208875545e-08,9356000.0,531000.0,POINT (531000 9356000),654
654,8.946298562109072e-08,9356000.0,531500.0,POINT (531500 9356000),655
655,5.9968327907736774e-09,9355500.0,514000.0,POINT (514000 9355500),656
656,5.9968327907736774e-09,9355500.0,514500.0,POINT (514500 9355500),657
657,7.466336781451744e-09,9355500.0,515000.0,POINT (515000 9355500),658
658,1.2539408289720135e-08,9355500.0,515500.0,POINT (515500 9355500),659
659,1.2539408289720135e-08,9355500.0,516000.0,POINT (516000 9355500),660
660,2.2193142141204586e-08,9355500.0,516500.0,POINT (516500 9355500),661
661,2.076554485181809e-08,9355500.0,517000.0,POINT (517000 9355500),662
662,2.1961240858749842e-08,9355500.0,517500.0,POINT (517500 9355500),663
663,1.4856781187459427e-08,9355500.0,518000.0,POINT (518000 9355500),664
664,1.1047542459793112e-08,9355500.0,518500.0,POINT (518500 9355500),665
665,1.1738561325745806e-08,9355500.0,519000.0,POINT (519000 9355500),666
666,1.1738561325745806e-08,9355500.0,519500.0,POINT (519500 9355500),667
667,7.667652216861266e-09,9355500.0,520000.0,POINT (520000 9355500),668
668,6.546247752495127e-09,9355500.0,520500.0,POINT (520500 9355500),669
669,2.7091873783612637e-08,9355500.0,521000.0,POINT (521000 9355500),670
670,2.7091873783612637e-08,9355500.0,521500.0,POINT (521500 9355500),671
671,3.053349517017183e-08,9355500.0,522000.0,POINT (522000 9355500),672
672,8.542254663989061e-08,9355500.0,522500.0,POINT (522500 9355500),673
673,1.0122038132059126e-07,9355500.0,523000.0,POINT (523000 9355500),674
674,1.854023973156742e-07,9355500.0,523500.0,POINT (523500 9355500),675
675,0.0,9355500.0,526000.0,POINT (526000 9355500),676
676,1.632923087261048e-08,9355500.0,526500.0,POINT (526500 9355500),677
677,3.518651465452534e-07,9355500.0,527000.0,POINT (527000 9355500),678
678,1.1429588677995357e-07,9355500.0,527500.0,POINT (527500 9355500),679
679,5.663005513816468e-10,9355500.0,528000.0,POINT (528000 9355500),680
680,1.2387737469626695e-09,9355500.0,528500.0,POINT (528500 9355500),681
681,1.0578256828442287e-07,9355500.0,529000.0,POINT (529000 9355500),682
682,1.0120915341358245e-07,9355500.0,529500.0,POINT (529500 9355500),683
683,3.482499525225245e-08,9355500.0,530000.0,POINT (530000 9355500),684
684,3.7814474735982117e-10,9355500.0,530500.0,POINT (530500 9355500),685
685,3.1113591312241437e-09,9355500.0,531000.0,POINT (531000 9355500),686
686,7.337042851346037e-09,9355000.0,514000.0,POINT (514000 9355000),687
687,5.9968327907736774e-09,9355000.0,514500.0,POINT (514500 9355000),688
688,2.6858608209929522e-08,9355000.0,515000.0,POINT (515000 9355000),689
689,5.279345513735377e-08,9355000.0,515500.0,POINT (515500 9355000),690
690,1.2539408289720135e-08,9355000.0,516000.0,POINT (516000 9355000),691
691,2.4995490659029085e-08,9355000.0,516500.0,POINT (516500 9355000),692
692,1.695630612415177e-08,9355000.0,517000.0,POINT (517000 9355000),693
693,1.8152002131083527e-08,9355000.0,517500.0,POINT (517500 9355000),694
694,1.1047542459793112e-08,9355000.0,518000.0,POINT (518000 9355000),695
695,1.1047542459793112e-08,9355000.0,518500.0,POINT (518500 9355000),696
696,1.1738561325745806e-08,9355000.0,519000.0,POINT (519000 9355000),697
697,1.1738561325745806e-08,9355000.0,519500.0,POINT (519500 9355000),698
698,6.701554612098282e-09,9355000.0,520000.0,POINT (520000 9355000),699
699,6.546247752495127e-09,9355000.0,520500.0,POINT (520500 9355000),700
700,2.7091873783612637e-08,9355000.0,521000.0,POINT (521000 9355000),701
701,2.8872317233232157e-08,9355000.0,521500.0,POINT (521500 9355000),702
702,4.5221895968100375e-09,9355000.0,522000.0,POINT (522000 9355000),703
703,1.0885442946015054e-07,9355000.0,522500.0,POINT (522500 9355000),704
704,1.153787852507923e-07,9355000.0,523000.0,POINT (523000 9355000),705
705,1.8449623611306587e-07,9355000.0,523500.0,POINT (523500 9355000),706
706,8.836568980330083e-09,9355000.0,526000.0,POINT (526000 9355000),707
707,2.0747515362775522e-08,9355000.0,526500.0,POINT (526500 9355000),708
708,3.823118511163541e-07,9355000.0,527000.0,POINT (527000 9355000),709
709,3.518651465452534e-07,9355000.0,527500.0,POINT (527500 9355000),710
710,1.2387737469626695e-09,9355000.0,528000.0,POINT (528000 9355000),711
711,1.61025301753318e-08,9355000.0,528500.0,POINT (528500 9355000),712
712,6.144371923885115e-08,9355000.0,529000.0,POINT (529000 9355000),713
713,5.2198002478548154e-08,9355000.0,529500.0,POINT (529500 9355000),714
714,1.8894278716073477e-08,9355000.0,530000.0,POINT (530000 9355000),715
715,3.1113591312241437e-09,9355000.0,530500.0,POINT (530500 9355000),716
716,5.203683634383179e-09,9355000.0,531000.0,POINT (531000 9355000),717
717,8.640224722994937e-09,9354500.0,514000.0,POINT (514000 9354500),718
718,5.959804601850217e-09,9354500.0,514500.0,POINT (514500 9354500),719
719,8.646789829711747e-08,9354500.0,515000.0,POINT (515000 9354500),720
720,9.301047379606394e-08,9354500.0,515500.0,POINT (515500 9354500),721
721,1.5634976111457032e-08,9354500.0,516000.0,POINT (516000 9354500),722
722,2.5032764143438095e-08,9354500.0,516500.0,POINT (516500 9354500),723
723,1.691927793522831e-08,9354500.0,517000.0,POINT (517000 9354500),724
724,1.1611914760174679e-08,9354500.0,517500.0,POINT (517500 9354500),725
725,1.1014171511395719e-08,9354500.0,518000.0,POINT (518000 9354500),726
726,1.1014171511395719e-08,9354500.0,518500.0,POINT (518500 9354500),727
727,1.1705190377348412e-08,9354500.0,519000.0,POINT (519000 9354500),728
728,1.3235044101312211e-08,9354500.0,519500.0,POINT (519500 9354500),729
729,9.072418827307427e-09,9354500.0,520000.0,POINT (520000 9354500),730
730,9.039400187864596e-09,9354500.0,520500.0,POINT (520500 9354500),731
731,2.3092138618364975e-08,9354500.0,521000.0,POINT (521000 9354500),732
732,1.7633614533220026e-08,9354500.0,521500.0,POINT (521500 9354500),733
733,4.4888186484126435e-09,9354500.0,522000.0,POINT (522000 9354500),734
734,1.0818194507497853e-07,9354500.0,522500.0,POINT (522500 9354500),735
735,1.1711744778979658e-07,9354500.0,523000.0,POINT (523000 9354500),736
736,3.4002368833270654e-08,9354500.0,526500.0,POINT (526500 9354500),737
737,2.523861766663064e-07,9354500.0,527000.0,POINT (527000 9354500),738
738,1.1429588677995357e-07,9354500.0,527500.0,POINT (527500 9354500),739
739,1.2387737469626695e-09,9354500.0,528000.0,POINT (528000 9354500),740
740,1.9950195106076543e-08,9354500.0,528500.0,POINT (528500 9354500),741
