"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,58.750000,0,147,0,184549377,yes,1.000000
5,,52.251351,63.594595,0,160,0,184549377,yes,1.000000
4,,49.807143,56.285714,0,189,0,184549377,yes,1.000000
3,,49.362500,57.125000,0,218,0,184549377,yes,1.000000
2,,13.186111,13.541667,0,663,0,184549377,yes,1.000000
1,,5.052273,5.113636,0,672,0,184549377,yes,1.000000
