"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,5.932125,21.327937,0,726,0,184549377,yes,1.000000
1,,0.853247,3.332945,0,729,0,184549377,yes,1.000000
