"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,58.800000,0,169,0,184549377,yes,1.000000
5,,52.251351,63.756757,0,183,0,184549377,yes,1.000000
4,,49.807143,57.214286,0,218,0,184549377,yes,1.000000
3,,49.362500,57.541667,0,247,0,184549377,yes,1.000000
2,,13.186111,13.277778,0,747,0,184549377,yes,1.000000
1,,5.052273,5.113636,0,760,0,184549377,yes,1.000000
