"planning_unit","number"
1181,55
1180,55
1179,55
1178,55
1177,55
1176,55
1175,55
1174,55
1173,56
1172,54
1171,54
1170,54
1169,54
1168,54
1167,53
1166,53
1165,53
1164,53
1163,53
1162,53
1161,53
1160,53
1159,56
1158,53
1157,53
1156,53
1155,53
1154,53
1153,52
1152,52
1151,52
1150,52
1149,52
1148,52
1147,52
1146,52
1145,56
1144,56
1143,56
1142,56
1141,53
1140,53
1139,53
1138,53
1137,53
1136,52
1135,52
1134,52
1133,52
1132,52
1131,52
1130,52
1129,52
1128,56
1127,56
1126,56
1125,56
1124,50
1123,50
1122,50
1121,50
1120,49
1119,49
1118,49
1117,49
1116,49
1115,49
1114,49
1113,49
1112,49
1111,52
1110,52
1109,53
1108,53
1107,49
1106,49
1105,49
1104,49
1103,48
1102,48
1101,48
1100,48
1099,48
1098,48
1097,48
1096,48
1095,48
1094,52
1093,52
1092,52
1091,52
1090,52
1089,48
1088,48
1087,47
1086,47
1085,47
1084,46
1083,46
1082,46
1081,46
1080,46
1079,46
1078,46
1077,46
1076,46
1075,52
1074,52
1073,48
1072,48
1071,46
1070,45
1069,51
1068,50
1067,50
1066,49
1065,49
1064,49
1063,48
1062,48
1061,48
1060,48
1059,48
1058,48
1057,48
1056,48
1055,48
1054,52
1053,52
1052,48
1051,48
1050,46
1049,46
1048,53
1047,50
1046,49
1045,49
1044,48
1043,48
1042,48
1041,47
1040,47
1039,47
1038,47
1037,47
1036,47
1035,47
1034,47
1033,47
1032,50
1031,50
1030,50
1029,46
1028,46
1027,44
1026,44
1025,51
1024,47
1023,46
1022,46
1021,46
1020,46
1019,46
1018,45
1017,45
1016,45
1015,45
1014,45
1013,45
1012,45
1011,45
1010,45
1009,50
1008,50
1007,50
1006,50
1005,46
1004,45
1003,44
1002,46
1001,51
1000,47
999,46
998,46
997,46
996,46
995,46
994,45
993,45
992,45
991,45
990,45
989,45
988,45
987,45
986,45
985,57
984,58
983,53
982,51
981,51
980,51
979,51
978,47
977,48
976,47
975,48
974,52
973,49
972,48
971,48
970,48
969,49
968,49
967,48
966,48
965,48
964,48
963,48
962,48
961,48
960,48
959,48
958,55
957,55
956,56
955,58
954,53
953,51
952,51
951,51
950,51
949,46
948,48
947,47
946,48
945,52
944,50
943,49
942,49
941,49
940,49
939,49
938,48
937,48
936,48
935,49
934,49
933,49
932,49
931,49
930,49
929,59
928,59
927,55
926,55
925,55
924,57
923,53
922,51
921,51
920,51
919,51
918,46
917,48
916,48
915,48
914,52
913,51
912,50
911,50
910,50
909,50
908,50
907,49
906,49
905,49
904,49
903,49
902,49
901,49
900,49
899,49
898,59
897,59
896,59
895,59
894,55
893,55
892,55
891,57
890,53
889,51
888,51
887,51
886,51
885,48
884,48
883,48
882,47
881,52
880,51
879,50
878,50
877,50
876,50
875,50
874,49
873,49
872,49
871,49
870,49
869,49
868,49
867,49
866,49
865,60
864,59
863,59
862,59
861,55
860,55
859,55
858,56
857,53
856,51
855,51
854,51
853,51
852,47
851,47
850,47
849,47
848,52
847,51
846,49
845,49
844,49
843,49
842,49
841,48
840,48
839,48
838,48
837,48
836,48
835,48
834,48
833,48
832,62
831,61
830,61
829,61
828,61
827,57
826,57
825,57
824,57
823,54
822,54
821,53
820,53
819,53
818,52
817,50
816,50
815,50
814,50
813,50
812,49
811,49
810,49
809,49
808,49
807,50
806,50
805,50
804,50
803,61
802,61
801,61
800,61
799,61
798,57
797,57
796,57
795,57
794,57
793,57
792,52
791,52
790,52
789,52
788,50
787,50
786,50
785,50
784,50
783,49
782,49
781,49
780,49
779,49
778,50
777,50
776,50
775,50
774,60
773,60
772,60
771,60
770,60
769,56
768,56
767,56
766,56
765,57
764,53
763,53
762,53
761,53
760,51
759,51
758,51
757,51
756,51
755,50
754,49
753,49
752,49
751,49
750,50
749,50
748,50
747,50
746,64
745,64
744,64
743,64
742,64
741,64
740,60
739,60
738,60
737,60
736,58
735,54
734,54
733,54
732,54
731,52
730,52
729,52
728,52
727,52
726,51
725,50
724,50
723,50
722,50
721,51
720,51
719,51
718,51
717,64
716,64
715,64
714,64
713,64
712,64
711,60
710,60
709,60
708,60
707,60
706,56
705,55
704,51
703,51
702,51
701,51
700,49
699,49
698,49
697,49
696,48
695,48
694,47
693,47
692,47
691,47
690,48
689,48
688,48
687,48
686,64
685,64
684,64
683,64
682,64
681,64
680,60
679,60
678,61
677,61
676,61
675,56
674,56
673,53
672,53
671,53
670,53
669,51
668,51
667,51
666,51
665,50
664,50
663,49
662,49
661,49
660,49
659,50
658,50
657,50
656,50
655,63
654,63
653,63
652,63
651,63
650,63
649,63
648,63
647,56
646,56
645,56
644,54
643,54
642,54
641,54
640,54
639,54
638,52
637,52
636,52
635,52
634,52
633,52
632,51
631,51
630,51
629,51
628,52
627,52
626,52
625,52
624,62
623,62
622,62
621,62
620,62
619,62
618,62
617,62
616,55
615,55
614,55
613,56
612,58
611,53
610,53
609,53
608,53
607,53
606,53
605,51
604,51
603,51
602,51
601,51
600,51
599,50
598,50
597,50
596,50
595,51
594,51
593,51
592,51
591,66
590,66
589,65
588,65
587,65
586,65
585,65
584,65
583,56
582,56
581,56
580,58
579,51
578,51
577,51
576,51
575,51
574,51
573,49
572,49
571,49
570,49
569,49
568,49
567,48
566,48
565,48
564,48
563,48
562,48
561,48
560,48
559,65
558,65
557,62
556,61
555,61
554,61
553,61
552,61
551,62
550,55
549,56
548,55
547,58
546,53
545,53
544,53
543,53
542,53
541,53
540,52
539,51
538,51
537,51
536,51
535,51
534,50
533,50
532,50
531,50
530,50
529,50
528,50
527,50
526,64
525,64
524,61
523,60
522,60
521,60
520,60
519,62
518,61
517,61
516,61
515,51
514,51
513,51
512,51
511,51
510,51
509,50
508,50
507,49
506,49
505,49
504,49
503,48
502,48
501,48
500,48
499,48
498,48
497,48
496,48
495,60
494,60
493,58
492,55
491,55
490,55
489,55
488,57
487,56
486,55
485,55
484,56
483,56
482,50
481,50
480,50
479,50
478,50
477,50
476,50
475,50
474,49
473,49
472,49
471,49
470,48
469,48
468,48
467,48
466,48
465,48
464,48
463,48
462,59
461,59
460,55
459,53
458,53
457,53
456,53
455,54
454,54
453,54
452,54
451,56
450,56
449,56
448,49
447,49
446,49
445,49
444,49
443,49
442,49
441,49
440,48
439,48
438,48
437,48
436,48
435,48
434,48
433,48
432,48
431,48
430,48
429,48
428,59
427,59
426,55
425,53
424,53
423,53
422,53
421,54
420,53
419,53
418,53
417,55
416,56
415,56
414,48
413,48
412,48
411,48
410,48
409,48
408,48
407,48
406,47
405,47
404,47
403,47
402,47
401,47
400,47
399,47
398,47
397,47
396,47
395,47
394,56
393,56
392,55
391,51
390,51
389,51
388,51
387,52
386,51
385,51
384,51
383,53
382,53
381,53
380,53
379,48
378,48
377,48
376,48
375,48
374,48
373,48
372,48
371,47
370,47
369,47
368,47
367,47
366,47
365,47
364,47
363,47
362,47
361,47
360,47
359,57
358,54
357,54
356,51
355,51
354,51
353,51
352,52
351,51
350,51
349,53
348,54
347,54
346,54
345,54
344,49
343,49
342,49
341,49
340,49
339,49
338,49
337,49
336,48
335,48
334,48
333,48
332,48
331,48
330,48
329,48
328,48
327,48
326,48
325,48
324,54
323,54
322,52
321,51
320,51
319,52
318,51
317,51
316,51
315,51
314,52
313,53
312,53
311,53
310,53
309,48
308,48
307,48
306,48
305,48
304,48
303,48
302,48
301,47
300,47
299,47
298,47
297,47
296,47
295,47
294,47
293,47
292,47
291,47
290,47
289,54
288,54
287,52
286,51
285,51
284,53
283,52
282,52
281,52
280,52
279,52
278,54
277,54
276,54
275,54
274,48
273,47
272,47
271,47
270,47
269,47
268,47
267,47
266,47
265,46
264,46
263,46
262,46
261,46
260,46
259,46
258,46
257,46
256,46
255,47
254,47
253,49
252,53
251,53
250,53
249,53
248,52
247,52
246,52
245,52
244,52
243,53
242,54
241,57
240,57
239,48
238,48
237,48
236,48
235,48
234,47
233,47
232,47
231,47
230,46
229,46
228,46
227,46
226,46
225,46
224,46
223,46
222,46
221,47
220,47
219,47
218,57
217,57
216,56
215,56
214,56
213,56
212,55
211,54
210,54
209,54
208,54
207,55
206,56
205,59
204,59
203,48
202,48
201,48
200,48
199,48
198,47
197,47
196,47
195,47
194,46
193,46
192,46
191,46
190,46
189,46
188,46
187,46
186,47
185,47
184,47
183,47
182,57
181,57
180,56
179,56
178,56
177,56
176,55
175,54
174,54
173,54
172,54
171,56
170,57
169,60
168,61
167,56
166,48
165,48
164,48
163,48
162,48
161,47
160,47
159,47
158,47
157,46
156,46
155,46
154,46
153,46
152,46
151,47
150,47
149,47
148,47
147,47
146,47
145,57
144,57
143,57
142,57
141,56
140,56
139,55
138,55
137,54
136,54
135,54
134,56
133,57
132,60
131,62
130,56
129,48
128,48
127,48
126,48
125,48
124,47
123,47
122,47
121,47
120,46
119,46
118,46
117,46
116,46
115,46
114,47
113,47
112,47
111,47
110,47
109,47
108,57
107,57
106,57
105,56
104,56
103,55
102,55
101,54
100,54
99,54
98,56
97,57
96,60
95,62
94,56
93,48
92,48
91,48
90,48
89,48
88,47
87,47
86,47
85,47
84,46
83,46
82,46
81,46
80,46
79,46
78,47
77,47
76,47
75,47
74,47
73,47
72,57
71,57
70,57
69,56
68,56
67,55
66,55
65,54
64,54
63,54
62,56
61,57
60,60
59,62
58,56
57,48
56,48
55,48
54,48
53,48
52,47
51,47
50,47
49,47
48,46
47,46
46,46
45,46
44,46
43,46
42,47
41,47
40,47
39,47
38,47
37,47
36,57
35,57
34,57
33,56
32,56
31,55
30,55
29,54
28,54
27,54
26,56
25,59
24,60
23,62
22,56
21,48
20,48
19,48
18,48
17,48
16,47
15,47
14,47
13,47
12,46
11,46
10,46
9,46
8,46
7,46
6,47
5,47
4,47
3,47
2,47
1,47
