"planning_unit","number"
1490,48
1489,48
1488,48
1487,48
1486,48
1485,48
1484,48
1483,48
1482,48
1481,48
1480,48
1479,48
1478,48
1477,48
1476,48
1475,48
1474,48
1473,48
1472,48
1471,48
1470,48
1469,48
1468,48
1467,48
1466,48
1465,48
1464,48
1463,48
1462,48
1461,48
1460,48
1459,48
1458,48
1457,48
1456,48
1455,48
1454,48
1453,48
1452,48
1451,48
1450,48
1449,48
1448,48
1447,48
1446,48
1445,48
1444,48
1443,48
1442,48
1441,48
1440,48
1439,48
1438,48
1437,48
1436,48
1435,48
1434,48
1433,48
1432,48
1431,48
1430,48
1429,48
1428,48
1427,48
1426,48
1425,48
1424,48
1423,48
1422,48
1421,48
1420,48
1419,48
1418,48
1417,48
1416,48
1415,48
1414,48
1413,49
1412,49
1411,49
1410,49
1409,49
1408,49
1407,49
1406,49
1405,49
1404,49
1403,49
1402,49
1401,49
1400,49
1399,49
1398,49
1397,49
1396,49
1395,49
1394,49
1393,49
1392,49
1391,49
1390,49
1389,49
1388,49
1387,49
1386,49
1385,50
1384,50
1383,50
1382,50
1381,50
1380,50
1379,50
1378,50
1377,50
1376,50
1375,50
1374,50
1373,50
1372,50
1371,50
1370,50
1369,50
1368,50
1367,50
1366,50
1365,50
1364,50
1363,50
1362,50
1361,50
1360,50
1359,53
1358,53
1357,53
1356,53
1355,53
1354,53
1353,53
1352,53
1351,53
1350,53
1349,53
1348,53
1347,53
1346,53
1345,53
1344,53
1343,53
1342,53
1341,53
1340,53
1339,53
1338,54
1337,54
1336,54
1335,54
1334,54
1333,52
1332,52
1331,52
1330,52
1329,52
1328,52
1327,52
1326,52
1325,53
1324,53
1323,53
1322,53
1321,53
1320,56
1319,56
1318,56
1317,56
1316,56
1315,56
1314,56
1313,56
1312,57
1311,57
1310,57
1309,57
1308,57
1307,54
1306,54
1305,54
1304,54
1303,54
1302,54
1301,54
1300,54
1299,55
1298,55
1297,55
1296,55
1295,55
1294,56
1293,56
1292,56
1291,56
1290,56
1289,56
1288,56
1287,56
1286,57
1285,57
1284,57
1283,57
1282,57
1281,57
1280,57
1279,57
1278,57
1277,57
1276,57
1275,57
1274,57
1273,58
1272,58
1271,58
1270,58
1269,58
1268,56
1267,56
1266,56
1265,56
1264,56
1263,56
1262,56
1261,56
1260,57
1259,57
1258,57
1257,57
1256,57
1255,59
1254,58
1253,58
1252,58
1251,58
1250,58
1249,58
1248,58
1247,59
1246,59
1245,59
1244,59
1243,59
1242,58
1241,57
1240,57
1239,57
1238,57
1237,57
1236,57
1235,57
1234,57
1233,57
1232,57
1231,57
1230,57
1229,58
1228,57
1227,57
1226,57
1225,57
1224,57
1223,57
1222,57
1221,57
1220,57
1219,57
1218,57
1217,57
1216,56
1215,56
1214,55
1213,55
1212,55
1211,55
1210,55
1209,55
1208,55
1207,55
1206,55
1205,55
1204,55
1203,55
1202,56
1201,56
1200,56
1199,56
1198,56
1197,56
1196,55
1195,55
1194,55
1193,55
1192,55
1191,55
1190,55
1189,55
1188,56
1187,56
1186,56
1185,56
1184,56
1183,56
1182,56
