"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,201.150000,0,577,0,184549377,yes,1.000000
5,,52.251351,205.837838,0,581,0,184549377,yes,1.000000
4,,49.807143,191.428571,0,577,0,184549377,yes,1.000000
3,,49.362500,169.666667,0,559,0,184549377,yes,1.000000
2,,13.186111,59.569444,0,790,0,184549377,yes,1.000000
1,,5.052273,12.136364,0,768,0,184549377,yes,1.000000
