"planning_unit","number"
634,55
633,55
632,55
631,56
630,56
629,56
628,56
627,56
626,56
625,56
624,58
623,58
622,57
621,57
620,57
619,56
618,56
617,55
616,52
615,53
614,54
613,54
612,54
611,57
610,56
609,54
608,54
607,54
606,54
605,53
604,53
603,53
602,53
601,53
600,53
599,53
598,54
597,54
596,54
595,54
594,54
593,54
592,54
591,59
590,58
589,56
588,56
587,56
586,56
585,55
584,55
583,53
582,54
581,54
580,54
579,56
578,55
577,53
576,53
575,53
574,53
573,52
572,52
571,52
570,52
569,52
568,52
567,52
566,53
565,53
564,53
563,53
562,53
561,53
560,53
559,57
558,57
557,54
556,54
555,54
554,54
553,53
552,52
551,53
550,47
549,50
548,52
547,54
546,55
545,54
544,52
543,52
542,52
541,52
540,51
539,51
538,51
537,51
536,51
535,51
534,51
533,52
532,52
531,52
530,52
529,52
528,52
527,52
526,55
525,55
524,53
523,53
522,53
521,53
520,52
519,51
518,52
517,53
516,53
515,56
514,55
513,53
512,53
511,53
510,53
509,52
508,52
507,52
506,52
505,52
504,52
503,52
502,53
501,53
500,53
499,53
498,53
497,53
496,53
495,56
494,56
493,51
492,50
491,50
490,50
489,49
488,48
487,47
486,47
485,47
484,47
483,48
482,57
481,56
480,54
479,54
478,54
477,54
476,53
475,53
474,53
473,53
472,53
471,53
470,53
469,54
468,54
467,54
466,54
465,54
464,54
463,54
462,56
461,56
460,51
459,50
458,50
457,49
456,48
455,47
454,47
453,47
452,47
451,47
450,48
449,48
448,59
447,58
446,56
445,56
444,56
443,56
442,55
441,55
440,55
439,55
438,55
437,55
436,55
435,56
434,56
433,56
432,56
431,56
430,56
429,56
428,56
427,56
426,51
425,50
424,50
423,49
422,48
421,47
420,47
419,47
418,46
417,47
416,48
415,49
414,58
413,57
412,55
411,55
410,55
409,55
408,54
407,54
406,54
405,54
404,54
403,54
402,54
401,54
400,55
399,55
398,55
397,55
396,55
395,55
394,61
393,61
392,56
391,52
390,52
389,51
388,50
387,48
386,48
385,49
384,48
383,49
382,50
381,52
380,52
379,59
378,58
377,56
376,56
375,56
374,56
373,55
372,55
371,55
370,55
369,55
368,55
367,55
366,55
365,55
364,55
363,55
362,55
361,55
360,55
359,60
358,60
357,55
356,51
355,51
354,50
353,49
352,48
351,48
350,49
349,50
348,50
347,51
346,52
345,52
344,55
343,54
342,53
341,52
340,52
339,52
338,51
337,52
336,52
335,52
334,52
333,52
332,52
331,52
330,52
329,52
328,52
327,52
326,52
325,52
324,58
323,58
322,53
321,51
320,49
319,49
318,48
317,47
316,47
315,48
314,48
313,49
312,50
311,52
310,52
309,56
308,56
307,54
306,53
305,53
304,53
303,52
302,53
301,53
300,53
299,53
298,53
297,53
296,53
295,53
294,53
293,53
292,53
291,53
290,53
289,59
288,59
287,53
286,51
285,50
284,52
283,49
282,48
281,49
280,50
279,50
278,52
277,56
276,56
275,56
274,54
273,54
272,54
271,52
270,51
269,51
268,51
267,50
266,51
265,51
264,51
263,51
262,51
261,51
260,51
259,51
258,51
257,51
256,51
255,51
254,51
253,51
252,58
251,57
250,57
249,55
248,53
247,52
246,52
245,52
244,52
243,52
242,55
241,55
240,55
239,54
238,54
237,54
236,52
235,51
234,51
233,51
232,51
231,51
230,51
229,51
228,51
227,51
226,51
225,51
224,51
223,52
222,52
221,52
220,52
219,52
218,60
217,60
216,58
215,58
214,56
213,54
212,52
211,51
210,51
209,51
208,51
207,51
206,54
205,54
204,54
203,54
202,54
201,54
200,52
199,51
198,51
197,51
196,51
195,51
194,51
193,51
192,51
191,51
190,51
189,51
188,51
187,52
186,52
185,52
184,52
183,52
182,59
181,59
180,57
179,57
178,55
177,53
176,51
175,50
174,50
173,50
172,50
171,50
170,53
169,53
168,53
167,52
166,53
165,53
164,53
163,51
162,51
161,50
160,50
159,50
158,50
157,50
156,50
155,50
154,50
153,50
152,50
151,50
150,51
149,51
148,51
147,51
146,51
145,59
144,59
143,57
142,57
141,55
140,53
139,51
138,50
137,50
136,50
135,50
134,50
133,53
132,53
131,53
130,52
129,54
128,54
127,54
126,51
125,51
124,50
123,50
122,50
121,50
120,50
119,50
118,50
117,50
116,50
115,50
114,50
113,51
112,51
111,51
110,51
109,51
108,60
107,60
106,58
105,55
104,53
103,51
102,50
101,50
100,50
99,50
98,50
97,53
96,53
95,53
94,52
93,54
92,54
91,54
90,51
89,51
88,51
87,50
86,50
85,50
84,50
83,50
82,50
81,50
80,50
79,50
78,50
77,51
76,51
75,51
74,51
73,51
72,60
71,60
70,58
69,55
68,53
67,51
66,50
65,50
64,50
63,50
62,50
61,53
60,53
59,53
58,52
57,54
56,54
55,54
54,51
53,51
52,51
51,50
50,50
49,50
48,50
47,50
46,50
45,50
44,50
43,50
42,50
41,51
40,51
39,51
38,51
37,51
36,60
35,60
34,58
33,55
32,53
31,51
30,50
29,50
28,50
27,50
26,50
25,53
24,53
23,53
22,52
21,54
20,54
19,54
18,51
17,51
16,51
15,51
14,50
13,50
12,50
11,50
10,50
9,50
8,50
7,50
6,50
5,51
4,51
3,51
2,51
1,51
