"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
45,51002.9,2.93415,124,51,2830,200,51,2579,0.0706714,0,0,0,1
46,51038.8,38.8252,1100,51,2830,2071,51,708,0.731802,0,0,0,1
47,48017.1,17.0895,776,48,2830,1473,48,1309,0.520495,0,0,0,1
48,38012,12.0034,364,38,2830,665,38,2127,0.234982,0,0,0,1
49,50036.9,36.9252,953,50,2830,1786,50,994,0.631095,0,0,0,1
50,77015.2,15.1904,388,77,2830,685,77,2068,0.242049,0,0,0,1
51,23023.8,23.7717,485,23,2830,888,23,1919,0.313781,0,0,0,1
52,28033.9,33.8689,1122,28,2830,2126,28,676,0.751237,0,0,0,1
53,47.9366,47.9366,1490,0,2830,2830,0,0,1,0,0,0,1
54,40021.3,21.2885,369,40,2830,672,40,2118,0.237456,0,0,0,1
55,56025.4,25.4397,1056,56,2830,1982,56,792,0.700353,0,0,0,1
56,54032.6,32.5903,1157,54,2830,2177,54,599,0.769258,0,0,0,1
57,37023.3,23.3371,919,37,2830,1747,37,1046,0.617314,0,0,0,1
58,15024.9,24.9284,1139,15,2830,2171,15,644,0.767138,0,0,0,1
59,38019.7,19.679,356,38,2830,645,38,2147,0.227915,0,0,0,1
60,28014,14.0126,340,28,2830,622,28,2180,0.219788,0,0,0,1
61,30019.4,19.3617,487,30,2830,907,30,1893,0.320495,0,0,0,1
62,64011.4,11.3741,531,64,2830,974,64,1792,0.34417,0,0,0,1
63,50008.3,8.30529,316,50,2830,560,50,2220,0.19788,0,0,0,1
64,41036.1,36.0571,730,41,2830,1349,41,1440,0.476678,0,0,0,1
65,66033.4,33.4367,1054,66,2830,1986,66,778,0.701767,0,0,0,1
66,38035.4,35.3985,1295,38,2830,2461,38,331,0.869611,0,0,0,1
67,51018,18.0189,932,51,2830,1748,51,1031,0.617668,0,0,0,1
68,30028.8,28.8059,945,30,2830,1801,30,999,0.636396,0,0,0,1
69,67030.4,30.3872,1165,67,2830,2188,67,575,0.773145,0,0,0,1
70,42026.9,26.8727,993,42,2830,1867,42,921,0.659717,0,0,0,1
71,36041.1,41.0926,1206,36,2830,2273,36,521,0.80318,0,0,0,1
72,50021.4,21.4316,768,50,2830,1441,50,1339,0.509187,0,0,0,1
73,59012,12.0099,194,59,2830,323,59,2448,0.114134,0,0,0,1
74,37032.5,32.5274,969,37,2830,1815,37,978,0.641343,0,0,0,1
75,64023.8,23.7578,1011,64,2830,1909,64,857,0.674558,0,0,0,1
76,81036,36.0213,1039,81,2830,1946,81,803,0.687633,0,0,0,1
77,47020.7,20.6714,927,47,2830,1749,47,1034,0.618021,0,0,0,1
78,36015.5,15.4912,689,36,2830,1304,36,1490,0.460777,0,0,0,1
79,71016.6,16.6069,560,71,2830,1014,71,1745,0.358304,0,0,0,1
80,32033.5,33.5317,1027,32,2830,1953,32,845,0.690106,0,0,0,1
81,13041.1,41.0547,1148,13,2830,2175,13,642,0.768551,0,0,0,1
82,32030.3,30.2563,599,32,2830,1096,32,1702,0.387279,0,0,0,1
83,41015,15.0284,378,41,2830,697,41,2092,0.24629,0,0,0,1
84,74009.8,9.84553,322,74,2830,562,74,2194,0.198587,0,0,0,1
85,48027.4,27.4244,605,48,2830,1118,48,1664,0.395053,0,0,0,1
86,50016.4,16.3647,862,50,2830,1632,50,1148,0.576678,0,0,0,1
87,52009.2,9.21579,227,52,2830,401,52,2377,0.141696,0,0,0,1
88,46024.3,24.3363,604,46,2830,1129,46,1655,0.39894,0,0,0,1
89,13044.5,44.4925,1216,13,2830,2305,13,512,0.814488,0,0,0,1
90,10023.4,23.4337,354,10,2830,651,10,2169,0.230035,0,0,0,1
91,31031.8,31.8489,1024,31,2830,1928,31,871,0.681272,0,0,0,1
92,13044.5,44.4925,1216,13,2830,2305,13,512,0.814488,0,0,0,1
93,38017.1,17.1303,485,38,2830,892,38,1900,0.315194,0,0,0,1
94,56025.6,25.6493,916,56,2830,1733,56,1041,0.612367,0,0,0,1
95,17038.8,38.8338,1050,17,2830,1984,17,829,0.70106,0,0,0,1
96,37016,15.9574,468,37,2830,862,37,1931,0.304594,0,0,0,1
97,55012.4,12.3771,477,55,2830,895,55,1880,0.316254,0,0,0,1
98,32009.5,9.52145,388,32,2830,715,32,2083,0.25265,0,0,0,1
99,48038.3,38.3131,1213,48,2830,2280,48,502,0.805654,0,0,0,1
100,91025.9,25.9121,700,91,2830,1291,91,1448,0.456184,0,0,0,1
