"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,5.932125,32.582727,0,754,0,184549377,yes,1.000000
1,,0.853247,5.365235,0,786,0,184549377,yes,1.000000
