"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
6,,58.737500,385.800000,0,834,0,184549377,yes,1.000000
5,,52.251351,350.162162,0,856,0,184549377,yes,1.000000
4,,49.807143,327.892857,0,842,0,184549377,yes,1.000000
3,,49.362500,335.458333,0,846,0,184549377,yes,1.000000
2,,13.186111,30.472222,0,724,0,184549377,yes,1.000000
1,,5.052273,12.704545,0,738,0,184549377,yes,1.000000
