"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,13.146667,0,106,0,184549377,yes,1.000000
1,,0.780000,4.653333,0,99,0,184549377,yes,1.000000
