"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,1.346667,0,78,0,184549377,yes,1.000000
1,,0.780000,1.026667,0,61,0,184549377,yes,1.000000
