"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,1.426667,0,77,0,184549377,yes,1.000000
1,,0.780000,4.693333,0,89,0,184549377,yes,1.000000
