"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,110031,31.171,78,11,474,203,11,260,0.42827,0,0,0,1
2,90006.6,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
3,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
4,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
5,50107.1,107.057,153,5,474,413,5,56,0.871308,0,0,0,1
6,110078,78.4065,97,11,474,257,11,206,0.542194,0,0,0,1
7,70070.1,70.0786,77,7,474,205,7,262,0.432489,0,0,0,1
8,150015,14.6876,43,15,474,96,15,363,0.202532,0,0,0,1
9,60084.7,84.7047,96,6,474,254,6,214,0.535865,0,0,0,1
10,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
11,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
12,80100.5,100.494,142,8,474,387,8,79,0.816456,0,0,0,1
13,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
14,70070.1,70.0786,77,7,474,205,7,262,0.432489,0,0,0,1
15,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
16,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
17,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
18,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
19,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
20,90006.6,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
21,120016,15.789,46,12,474,128,12,334,0.270042,0,0,0,1
22,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
23,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
24,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
25,60084.7,84.7047,96,6,474,254,6,214,0.535865,0,0,0,1
26,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
27,90006.6,6.60876,29,9,474,66,9,399,0.139241,0,0,0,1
28,100093,93.0325,116,10,474,306,10,158,0.64557,0,0,0,1
29,110031,31.171,78,11,474,203,11,260,0.42827,0,0,0,1
30,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
31,80015.8,15.8005,22,8,474,48,8,418,0.101266,0,0,0,1
32,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
33,80017.7,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
34,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
35,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
36,100022,21.5832,36,10,474,88,10,376,0.185654,0,0,0,1
37,50091.9,91.9475,151,5,474,411,5,58,0.867089,0,0,0,1
38,80015.8,15.8005,22,8,474,48,8,418,0.101266,0,0,0,1
39,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
40,110031,31.171,78,11,474,203,11,260,0.42827,0,0,0,1
41,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
42,70040,40.0411,99,7,474,262,7,205,0.552743,0,0,0,1
43,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
44,100004,4.24464,25,10,474,57,10,407,0.120253,0,0,0,1
45,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
46,50107.1,107.057,153,5,474,413,5,56,0.871308,0,0,0,1
47,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
48,70005.4,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
49,100011,10.9279,38,10,474,90,10,374,0.189873,0,0,0,1
50,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
51,90010,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
52,70040,40.0411,99,7,474,262,7,205,0.552743,0,0,0,1
53,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
54,80100.5,100.494,142,8,474,387,8,79,0.816456,0,0,0,1
